titulo,articulo,fecha,autor,url,categoria
Boreal | 28 de Febrero del 2025,"Podcast: Reproducir en una nueva ventana | Descargar

Suscríbete: RSS | Más

Boreal | 21 de Marzo del 2025

Alma Con-Ciencia | 10 de Marzo 2025

Boreal | 07 de Marzo del 2025

Alma Con-Ciencia | 03 de Marzo 2025

Aprender a Desaprender | 25 de Febrero 2025

Boreal | 21 de Febrero del 2025

Aprender a Desaprender | 18 de Febrero 2025

Boreal | 14 de Febrero del 2025

Aprender a Desaprender | 11 de Febrero 2025",,Radio UdeG Zapotlán el Grande,https://udgtv.com/noticias/boreal-28-de-febrero-del-2025/264302,Zapotlán el Grande
Vida CUSur | 15 de Enero del 2025,"Podcast: Reproducir en una nueva ventana | Descargar

Suscríbete: RSS | Más

Boreal | 28 de Febrero del 2025

Boreal | 21 de Marzo del 2025

Alma Con-Ciencia | 10 de Marzo 2025

Boreal | 07 de Marzo del 2025

Alma Con-Ciencia | 03 de Marzo 2025

Cumbres de Babel | 26 de Febrero del 2025

Aprender a Desaprender | 25 de Febrero 2025

Boreal | 21 de Febrero del 2025

Cumbres de Babel | 19 de Febrero del 2025",,Radio UdeG Zapotlán el Grande,https://udgtv.com/noticias/vida-cusur-15-de-enero-del-2025/264987,Zapotlán el Grande
Alma Con-Ciencia | 13 de Enero 2025,"Podcast: Reproducir en una nueva ventana | Descargar

Suscríbete: RSS | Más

Hoy en ""Alma con-ciencia""

Día Mundial en Contra de la Depresión

Acompáñanos en una conversación profunda y reflexiva sobre una de las problemáticas más importantes de nuestra sociedad: la depresión. Exploraremos cómo reconocerla, su impacto en la vida diaria y qué podemos hacer para apoyar a quienes la enfrentan.

¡La salud mental es prioridad!

#DíaMundialContraLaDepresión #AlmaConCiencia #saludmental #hablemosdedepresión

Señal Informativa |31 de Enero del 2025

Señal Informativa |30 de Enero del 2025

Señal Informativa |29 de Enero del 2025

Aprender a Desaprender | 28 de Enero 2025

Señal Informativa |28 de Enero del 2025

Señal Informativa |27 de Enero del 2025

Señal Informativa |24 de Enero del 2025

Señal Informativa |23 de Enero del 2025

Señal Informativa |22 de Enero del 2025",,Radio UdeG Zapotlán el Grande,https://udgtv.com/noticias/alma-con-ciencia-13-de-enero-2025/263130,Zapotlán el Grande
Mezclas Duras | 09 de Diciembre 2024,"Podcast: Reproducir en una nueva ventana | Descargar

Suscríbete: RSS | Más

El Criadero |13 de Enero del 2025

Policromía | 31 de Diciembre del 2024

El Criadero |30 de Diciembre del 2024

Policromía | 24 de Diciembre del 2024

Teponaztli |23 de Diciembre del 2024

El Criadero |23 de Diciembre del 2024

Tren al Sur | 19 de Diciembre 2024

Mezclas Duras | 16 de Diciembre 2024

Teponaztli |16 de Diciembre del 2024",,Radio UdeG Zapotlán el Grande,https://udgtv.com/noticias/mezclas-duras-09-de-diciembre-2024/258927,Zapotlán el Grande
Subversiva | 29 de Noviembre 2024,"Podcast: Reproducir en una nueva ventana | Descargar

Suscríbete: RSS | Más

Viernes de subversión

Hoy hablaremos de Manosfera, término que se emplea para describir un espacio en el que se promueve la misoginia y el antifeminismo.

Nos acompaña Ricardo Sigala

Boreal | 13 de Diciembre del 2024

Planeta Diversidad | 13 de Diciembre del 2024

Señal Informativa |13 de Diciembre del 2024

La Cáscara | 12 de Diciembre 2024

Psyheads - Sa. 12 Dic 2024

Señal Informativa |12 de Diciembre del 2024

Señal Informativa |11 de Diciembre del 2024

Policromía | 10 de Diciembre del 2024

Señal Informativa |10 de Diciembre del 2024",,Radio UdeG Zapotlán el Grande,https://udgtv.com/noticias/subversiva-29-de-noviembre-2024/255556,Zapotlán el Grande
Policromía | 24 de Diciembre del 2024,"Podcast: Reproducir en una nueva ventana | Descargar

Suscríbete: RSS | Más

Hoy en martes 24 de diciembre martes de #Policromia

Traemos para ti un programa muy especial

Presentamos la producción extraida de la #pastorela ""El día que la Diabla perdió la cola"" una divertida obra del #TallerdeTeatro del #CUSur bajo la dirección del talentoso Uziel Torres

Disfruta de esta adaptación llena de humor, magia y mensajes que nos invitan a reflexionar sobre el espíritu de la Navidad.

¡Te esperamos para disfrutar juntos de este regalo teatral!

#Policromía #NavidadCUSur #RadioUDG #Teatro

El Criadero |13 de Enero del 2025

El Criadero |30 de Diciembre del 2024

El Criadero |23 de Diciembre del 2024

El Criadero |16 de Diciembre del 2024

Boreal | 13 de Diciembre del 2024

Planeta Diversidad | 13 de Diciembre del 2024

Señal Informativa |13 de Diciembre del 2024

La Cáscara | 12 de Diciembre 2024

XP |12 de Diciembre 2024",,Radio UdeG Zapotlán el Grande,https://udgtv.com/noticias/policromia-24-de-diciembre-del-2024/258910,Zapotlán el Grande
Teponaztli |09 de Diciembre del 2024,"Podcast: Reproducir en una nueva ventana | Descargar

Suscríbete: RSS | Más

Boreal | 13 de Diciembre del 2024

Planeta Diversidad | 13 de Diciembre del 2024

Señal Informativa |13 de Diciembre del 2024

La Cáscara | 12 de Diciembre 2024

Psyheads - Sa. 12 Dic 2024

Tren al Sur | 12 de Diciembre 2024

Señal Informativa |12 de Diciembre del 2024

Tu Derecho |11 de Diciembre del 2024

Señal Informativa |11 de Diciembre del 2024",,Radio UdeG Zapotlán el Grande,https://udgtv.com/noticias/teponaztli-09-de-diciembre-del-2024/255831,Zapotlán el Grande
"Puros Cuentos, Puros Comics |21 de Enero 2025","Podcast: Reproducir en una nueva ventana | Descargar

- Fallece el director y guionista David Lynch

- Los ""términos y condiciones"" de los servicios que aceptamos incondicionalmente

- TikTok: ¿baneado en Estados Unidos?

- Nintendo Switch 2: es una realidad

Boreal | 28 de Febrero del 2025

Boreal | 21 de Marzo del 2025

Alma Con-Ciencia | 10 de Marzo 2025

Boreal | 07 de Marzo del 2025

Alma Con-Ciencia | 03 de Marzo 2025

Cumbres de Babel | 26 de Febrero del 2025

Aprender a Desaprender | 25 de Febrero 2025

Boreal | 21 de Febrero del 2025

Cumbres de Babel | 19 de Febrero del 2025",,Radio UdeG Zapotlán el Grande,https://udgtv.com/noticias/puros-cuentos-puros-comics-21-de-enero-2025/264862,Zapotlán el Grande
Aprender a Desaprender | 21 de Enero 2025,"Podcast: Reproducir en una nueva ventana | Descargar

Suscríbete: RSS | Más

Señal Informativa |31 de Enero del 2025

Señal Informativa |30 de Enero del 2025

Señal Informativa |29 de Enero del 2025

Señal Informativa |28 de Enero del 2025

Señal Informativa |27 de Enero del 2025

Señal Informativa |24 de Enero del 2025

Señal Informativa |23 de Enero del 2025

Señal Informativa |22 de Enero del 2025

Señal Informativa |21 de Enero del 2025",,Radio UdeG Zapotlán el Grande,https://udgtv.com/noticias/aprender-a-desaprender-21-de-enero-2025/263127,Zapotlán el Grande
Señal Informativa |23 de Enero del 2025,"Podcast: Reproducir en una nueva ventana | Descargar

Suscríbete: Google Podcasts | RSS | Más

En Ciudad Guzmán, estacionómetros presenta recaudación de más de 10 millones durante 2024

Eira Movimiento Rosa beneficia a más de 2 mil mujeres con kits de higiene femenina en 2024

Escuela de Música Rubén Fuentes anuncia conciertos mensuales en Zapotlán el Grande

CUSur abre inscripciones para el Sistema Universitario del Adulto Mayor 2025

Señal Informativa |22 de Enero del 2025

Señal Informativa |21 de Enero del 2025

Señal Informativa |20 de Enero del 2025

Señal Informativa |17 de Enero del 2025

Señal Informativa |16 de Enero del 2025

Señal Informativa |15 de Enero del 2025

Señal Informativa |14 de Enero del 2025

El Criadero |13 de Enero del 2025

Policromía | 31 de Diciembre del 2024",,Radio UdeG Zapotlán el Grande,https://udgtv.com/noticias/senal-informativa-23-de-enero-del-2025/260089,Zapotlán el Grande
Señal Informativa |03 de Diciembre del 2024,"Podcast: Reproducir en una nueva ventana | Descargar

Suscríbete: Google Podcasts | RSS | Más

Arranca campaña de acopio de papel y electrónicos en Zapotlán el Grande

Municipio de Gómez Farías enfrenta deuda pública superior a 15 millones de pesos por mala administración heredada

Conferencia en la FIL cuestiona al gobierno sobre justicia y libertad de expresión

Presentan libro póstumo de Gabriel García Márquez en la FIL: En agosto nos vemos

El Criadero |13 de Enero del 2025

Policromía | 31 de Diciembre del 2024

El Criadero |30 de Diciembre del 2024

Policromía | 24 de Diciembre del 2024

Mezclas Duras | 23 de Diciembre 2024

Teponaztli |23 de Diciembre del 2024

El Criadero |23 de Diciembre del 2024

Tren al Sur | 19 de Diciembre 2024

Puros Cuentos, Puros Comics |17 de Diciembre 2024",,Radio UdeG Zapotlán el Grande,https://udgtv.com/noticias/senal-informativa-03-de-diciembre-del-2024/259340,Zapotlán el Grande
Astros de Jalisco refuerza su roster de cara a la nueva temporada,"Zapotlán el Grande, Jalisco.

El equipo tapatío Astros de Jalisco tiene un nuevo líder en el banquillo. Se trata del entrenador español Iván Déniz, quien dirigirá al equipo durante la temporada 2025 de la Liga Mexicana de Básquetbol, anteriormente conocida como el Circuito de Baloncesto de la Costa del Pacífico.

En su reciente visita a Zapotlán el Grande, Déniz también habló sobre el armado del equipo de cara a la próxima temporada, con un roster renovado y jugadores que buscan ganarse la confianza de la afición .

“El roster nuevo con cara que la gente no conoce en el día de hoy, pero que seguro que van a estar muy contentos de verlo, que nos dé la oportunidad de mostrar el equipo que tenemos a la gente, que acudan a la arena y que sobre todo van a quedar muy contentos una vez que los vean jugar”, dijo el coach.

Iván Déniz, nuevo coach de Astros de Jalisco. Fotografía: Andrea Gutiérrez Vargas

Ante la pregunta de si en las filas que se preparan para la nueva temporada hay algún tapatío, Iván Déniz señaló que son varios.

“No hay uno, hay más jugadores, lo que pasa que dos de ellos han estado lesionados, se han quedado hoy en el en el club haciendo terapia y tenemos a Moisés Andrés y con la selección. Creo que está bien combinado el equipo con juventud mexicana, con gente de Jalisco, que es lo importante y que ellos sirvan de referencia a todos los niños y niñas que empiezan”.

Gustavo Franco, alero de Astros de Jalisco. Fotografía: Andrea Gutiérrez Vargas

Por su parte, el alero Gustavo Franco resaltó la importancia de la liga como un espacio de crecimiento para los jugadores mexicanos y la meta de este 2025.

“Creo que es suma importancia. Es una liga de mexicanos para mexicanos y es muy importante que todos los equipos tengan al menos algunos integrantes en cada uno. Como todas las temporadas creo que quedar campeón, dar el mejor resultado y dar el mejor show para la gente”.

La participación del equipo jalisciense comenzará el próximo 7 de marzo ante los Venados de Mazatlán.

Astros de Jalisco visitan Zapotlán para sembrar la pasión del deporte en nuevas generaciones

Sader visita Laguna de Zapotlán y encuentra problema de contaminación

En 2024, Zapotlán registró 244 agresiones de perros

Luego de lonas de Profeco, gasolineras de Zapotlán “bajan” el precio

Con engaños, extorsionadores obligan a estudiante a aislarse en hotel; la hallan sana y salva

Comerciantes del centro ya no podrán trabajar los sábados

No sólo el Santiago está enfermo; el Río Coahuayana en Tuxpan también está contaminado

Convocan a participar en el libro colectivo: Contar con el lenguaje

Zapotlán el Grande prepara 7 festivales culturales y musicales en 2025

Astros de Jalisco visitan Zapotlán para sembrar la pasión del deporte en nuevas generaciones

Convocan a participar en el libro colectivo: Contar con el lenguaje

Paquetazo 3x1: todo lo que debes saber para el pago de refrendo, verificación y cambio de placas

Preparatoria Regional de Zapotiltic celebra 31 años con conferencia de Trinidad Padilla López

Liderazgo y visión, requisitos obligados para la o el próximo Rector General de la UdeG: Trinidad Padilla

Exponen en el XVII Coloquio Arreolino el manuscrito original de “La Feria”, obra de Juan José Arreola

Envenenan a tres perros en San Martín de Zula

Carretera Ciudad Guzmán - Tuxpan un riesgo inminente

Exigen soluciones ante motociclistas; tránsito y movilidad apela a la participación cívica",,Andrea Gutiérrez Vargas,https://udgtv.com/noticias/astros-de-jalisco-refuerza-su-roster-de-cara-a-la-temporada/259207,Zapotlán el Grande
"Luego de lonas de Profeco, gasolineras de Zapotlán “bajan” el precio","Zapotlán el Grande, Jalisco.

Durante el operativo “No cargues aquí” realizado por la Procuraduría Federal del Consumidor (PROFECO) en Zapotlán el Grande, colocan lonas en 4 gasolineras de la ciudad.

Fue este fin de semana que autoridades de la PROFECO colocaron 4 lonas con la leyenda “No cargues aquí, se vuelan la barda con los precios” en cuatro gasolineras del municipio, en las que se detectaron precios altos.

El titular de la Procuraduría, Iván Escalante Ruíz, dijo que estas estaciones de gasolina tienen la costumbre de ponerse de acuerdo en los precios, situación que han detectado en otras partes del país como en Monterrey.

Estas 4 gasolineras se ubican en la carretera Ciudad Guzmán - Autlán, en la colonia Adolfo López Mateos y dos en la colonia Centro, no obstante, algunas de ellas han colocado toldos para tapar estas lonas.

“En los precios seguimos poniendo lonas con taches físicos en estaciones de servicio que venden la gasolina mucho más cara del promedio. Esta vez colocamos una en Bosque de Las Palmas en Huixquilucan, Estado de México estas dos de Pemex en Puerto Vallarta, Jalisco y pusimos cuatro en Zapotlán el Grande, Jalisco, que sucede más o menos el mismo fenómeno que presenciamos en Monterrey que se ponen de acuerdo para establecer un mismo precio en la misma zona, entonces fueron cuatro de distintas marcas en este municipio.”

Una de estas gasolineras ubicadas en la calle colón cerca del IMSS, tenía un precio casi de 26.24 pesos el litro de gasolina Magna, tras la colocación de la lona, ahora tiene un precio de 25 pesos con 99 centavos, sin embargo, de acuerdo con el titular de la PROFECO, el precio justo debería oscilar los 22.35 pesos por litro, cifra que ninguna estación de gasolina ofrece en Zapotlán el Grande.

Con engaños, extorsionadores obligan a estudiante a aislarse en hotel; la hallan sana y salva

Comerciantes del centro ya no podrán trabajar los sábados

No sólo el Santiago está enfermo; el Río Coahuayana en Tuxpan también está contaminado

Convocan a participar en el libro colectivo: Contar con el lenguaje

Zapotlán el Grande prepara 7 festivales culturales y musicales en 2025

Tuxpan se prepara para uno de sus festejos más importantes

CUSur recibirá alrededor de 800 alumnos este primer semestre del 2025

El Criadero |13 de Enero del 2025

Pequeñas afectaciones fueron generadas por el sismo de 6.1 en el Sur de Jalisco

No sólo el Santiago está enfermo; el Río Coahuayana en Tuxpan también está contaminado

Zapotlán el Grande prepara 7 festivales culturales y musicales en 2025

Tuxpan se prepara para uno de sus festejos más importantes

CUSur recibirá alrededor de 800 alumnos este primer semestre del 2025

CANACO en Ciudad Guzmán se prepara para el Buen Fin 2024

Anuncian la 12va Feria de la Ciencia y la Tecnología a realizarse el 13 de noviembre en el CUSur

Inauguran nuevas instalaciones de Radio UdeG en Ciudad Guzmán

Rehabilitación de drenaje y apoyo a la educación destacan en tercer informe de Gobierno en Tuxpan

Olla de captación explota en Sayula sin causar daños a la población",,Guillermo Tovar,https://udgtv.com/noticias/luego-de-lonas-de-profeco-gasolineras-de-zapotlan-bajan/258566,Zapotlán el Grande
El Congreso no votó alza de 12.5% a tarifa del agua; MC busca consenso con Morena,"El Sistema Intermunicipal de Agua Potable y Alcantarillado (SIAPA) entregó al Congreso un Informe solicitado por los diputados de la Comisión de Hacienda, el cual será revisado en los siguientes días.

Por ello, no se incluyó en la sesión del pleno de este viernes, el tema del alza de 12.5% a las tarifas de agua potable para este año, afirmó la diputada de MC, Gabriela Cárdenas, presidenta de la Comisión de Hacienda, quien dijo que buscarán tener una decisión de consenso con la mayor parte de los legisladores para actualizar las tarifas del SIAPA para este año.

“El día de ayer recibimos formalmente la respuesta del SIAPA de cuál es el diagnóstico, cuál es la situación de la cartera vencida, cuáles son las estrategias que van a implantar, obviamente no solo se trata de actualizar la tarifa, sino de hacer una política integral de rescate del SIAPA.

Yo te puedo decir que ayer les hicimos llegar esta información a los diputados y si me preguntas si hay condiciones (para aprobar) yo te diría que no, porque justamente la razón por la que bajamos el tema fue para tener esa información que acaba de llegar ayer.

Tenemos que construir esta ruta y queremos que vaya acompañada de la mayor parte de las y los diputados”, subrayó.

La legisladora explicó que se continuará con el diálogo y el lunes 28 de abril –al regreso de vacaciones- se hará una mesa de trabajo.

Agregó que no comparte la postura del coordinador de la bancada de Morena, Miguel de la Rosa, quien dijo que los morenistas solo podrían votar a favor de un incremento que no supere el índice de inflación anual al cierre de 2024, que fue de 4.2 por ciento.

“Me parece que tienen un profundo desconocimiento y además son mensajes muy populistas y contradictorios. A ver en los estados y municipios donde ellos gobiernan el agua cuesta mucho más cara que en Jalisco y que lo que cobra el SIAPA.

Me parece que es irresponsable estar haciendo esa serie de señalamientos, primero habla de un profundo desconocimiento de la ley, porque al final el costo del agua no se calcula en razón del índice de precios o de la inflación, se calcula a través de una fórmula que marca la Ley de Aguas”, precisó.

Vacuna contra herpes zóster podría reducir riesgo de demencia en adultos mayores

Universidad de Valencia reconoce a la UdeG por su cooperación

Reconocen a las trayectorias emergentes y consolidadas en el Premio Internacional de Arte Medusa

Nos timaron - Diario - Viernes 11 de Abril, 2025

Soy lo que pongo - Ju. 10 Abr 2025 - MARIO MESA

Esto no es Jazz - Ju. 10 Abr 2025 - Con Rogelio Flores

La Maraca Atómica - Ju. 10 Abr 2025 - Cerramos nuestra semana de precopa

Radio al Cubo - Ju. 10 Abr 2025

Punto Cinco - Ju. 10 Abr 2025 - #JuevesDeEstridencia

Diputados de Morena no avalarán alza a tarifas del SIAPA más allá de la inflación anual

Aplicarán operativo de seguridad en torno al Lago de Chapala en la temporada vacacional

Propone diputado de Morena crear Subsistema de Transparencia que reemplace al ITEI

El reclutamiento en menores de edad se ha disparado en México y en Jalisco

Hay 90 mdp para apoyo de organizaciones que atienden diabetes 1, cáncer infantil e insuficiencia renal

El Congreso local tomará dos semanas de vacaciones; diputados trabajarán en sus distritos

Define Comisión Especial del Congreso llamar a funcionarios a mesas de trabajo sobre desaparecidos

Presentan iniciativa para castigar en Jalisco la apología del delito en espectáculos

Buscan certificar a empresas como sitios seguros y así evitar ofertas falsas de empleo",,Ignacio Pérez Vega,https://udgtv.com/noticias/el-congreso-no-voto-alza-de-12-5-a-tarifa-del-agua/266406,Zapotlán el Grande
Alma Con-Ciencia | 03 de Marzo 2025,"Podcast: Reproducir en una nueva ventana | Descargar

Suscríbete: RSS | Más

Señal Informativa |31 de Enero del 2025

La Cáscara | 30 de Enero 2025

Señal Informativa |30 de Enero del 2025

Cumbres de Babel | 29 de Enero del 2025

Señal Informativa |29 de Enero del 2025

La No Cultura | 28 de Enero del 2025

Aprender a Desaprender | 28 de Enero 2025

Señal Informativa |28 de Enero del 2025

El Tecolote Canta | 27 de Enero 2025",,Radio UdeG Zapotlán el Grande,https://udgtv.com/noticias/alma-con-ciencia-03-de-marzo-2025/263932,Zapotlán el Grande
Aprender a Desaprender | 14 de Enero 2025,"Podcast: Reproducir en una nueva ventana | Descargar

Suscríbete: RSS | Más

Hoy hablamos con Leo Franco sobre la cultura y las artes y cómo eso le da un sentido de pertenencia a Zapotlán el Grande.

Señal Informativa |31 de Enero del 2025

Señal Informativa |30 de Enero del 2025

Señal Informativa |29 de Enero del 2025

Señal Informativa |28 de Enero del 2025

Señal Informativa |27 de Enero del 2025

Señal Informativa |24 de Enero del 2025

Señal Informativa |23 de Enero del 2025

Señal Informativa |22 de Enero del 2025

Señal Informativa |21 de Enero del 2025",,Radio UdeG Zapotlán el Grande,https://udgtv.com/noticias/aprender-a-desaprender-14-de-enero-2025/263126,Zapotlán el Grande
Cinefilia | 08 de Enero del 2025,"Podcast: Reproducir en una nueva ventana | Descargar

Suscríbete: RSS | Más

Boreal | 28 de Febrero del 2025

Boreal | 21 de Marzo del 2025

Alma Con-Ciencia | 10 de Marzo 2025

Boreal | 07 de Marzo del 2025

Alma Con-Ciencia | 03 de Marzo 2025

Cumbres de Babel | 26 de Febrero del 2025

Aprender a Desaprender | 25 de Febrero 2025

Boreal | 21 de Febrero del 2025

Cumbres de Babel | 19 de Febrero del 2025",,Radio UdeG Zapotlán el Grande,https://udgtv.com/noticias/cinefilia-08-de-enero-del-2025/265964,Zapotlán el Grande
Señal Informativa |21 de Enero del 2025,"Podcast: Reproducir en una nueva ventana | Descargar

Suscríbete: Google Podcasts | RSS | Más

Señal Informativa |20 de Enero del 2025

Señal Informativa |17 de Enero del 2025

Señal Informativa |16 de Enero del 2025

Señal Informativa |15 de Enero del 2025

Señal Informativa |14 de Enero del 2025

El Criadero |13 de Enero del 2025

Policromía | 31 de Diciembre del 2024

Señal Informativa |31 de Diciembre del 2024

El Criadero |30 de Diciembre del 2024",,Radio UdeG Zapotlán el Grande,https://udgtv.com/noticias/senal-informativa-21-de-enero-del-2025/260081,Zapotlán el Grande
Boreal | 13 de Diciembre del 2024,"Podcast: Reproducir en una nueva ventana | Descargar

Suscríbete: RSS | Más

Boreal, mujeres en la ciencia

Mezclas Duras | 09 de Diciembre 2024

Alma Con-Ciencia | 09 de Diciembre 2024

Boreal | 06 de Diciembre del 2024

Aprender a Desaprender | 03 de Diciembre 2024

Aprender a Desaprender | 26 de Noviembre 2024

Señal Informativa |26 de Noviembre del 2024

El Tecolote Canta | 25 de Noviembre 2024

XP |25 de Noviembre 2024

Alma Con-Ciencia | 25 de Noviembre 2024",,Radio UdeG Zapotlán el Grande,https://udgtv.com/noticias/boreal-13-de-diciembre-del-2024/255490,Zapotlán el Grande
XP |10 de Diciembre 2024,"Podcast: Reproducir en una nueva ventana | Descargar

Suscríbete: RSS | Más

Boreal | 13 de Diciembre del 2024

Planeta Diversidad | 13 de Diciembre del 2024

Señal Informativa |13 de Diciembre del 2024

La Cáscara | 12 de Diciembre 2024

Psyheads - Sa. 12 Dic 2024

Tren al Sur | 12 de Diciembre 2024

Señal Informativa |12 de Diciembre del 2024

Tu Derecho |11 de Diciembre del 2024

Señal Informativa |11 de Diciembre del 2024",,Radio UdeG Zapotlán el Grande,https://udgtv.com/noticias/xp-10-de-diciembre-2024/255835,Zapotlán el Grande
Tren al Sur | 16 de Enero 2025,"Podcast: Reproducir en una nueva ventana | Descargar

Suscríbete: RSS | Más

Boreal | 28 de Febrero del 2025

Boreal | 21 de Marzo del 2025

Alma Con-Ciencia | 10 de Marzo 2025

Boreal | 07 de Marzo del 2025

Alma Con-Ciencia | 03 de Marzo 2025

Cumbres de Babel | 26 de Febrero del 2025

Aprender a Desaprender | 25 de Febrero 2025

Boreal | 21 de Febrero del 2025

Cumbres de Babel | 19 de Febrero del 2025",,Radio UdeG Zapotlán el Grande,https://udgtv.com/noticias/tren-al-sur-16-de-enero-2025/264970,Zapotlán el Grande
Policromía | 21 de Enero del 2025,"Podcast: Reproducir en una nueva ventana | Descargar

Suscríbete: RSS | Más

¡Hoy es martes, iniciamos #Policromia por #RadioUniversidadDeGuadalajara

En esta ocasión, contaremos con la presencia del Dr. Jorge Gutiérrez Rosete y el Ing. Forestal Manuel Castro, quienes compartirán su experiencia y perspectivas sobre el #DíaMundialDeLaEducacionAmbiental.

Descubramos juntos la importancia de educar para la sostenibilidad y cómo esta formación es esencial para proteger el medio ambiente.

Hablemos del papel crucial de la educación ambiental en el cuidado de nuestro planeta y de cómo cada uno de nosotros puede ser parte del cambio. ¡Iniciamos!

#Policromia #EducaciónAmbiental #RadioUG #DíaMundialDeLaEducaciónAmbiental #ProtejamosNuestrosBosques #Sostenibilidad #Conservación

Boreal | 28 de Febrero del 2025

Boreal | 21 de Marzo del 2025

Alma Con-Ciencia | 10 de Marzo 2025

Boreal | 07 de Marzo del 2025

Alma Con-Ciencia | 03 de Marzo 2025

Cumbres de Babel | 26 de Febrero del 2025

Aprender a Desaprender | 25 de Febrero 2025

Boreal | 21 de Febrero del 2025

Cumbres de Babel | 19 de Febrero del 2025",,Radio UdeG Zapotlán el Grande,https://udgtv.com/noticias/policromia-21-de-enero-del-2025/264884,Zapotlán el Grande
Boreal | 21 de Febrero del 2025,"Podcast: Reproducir en una nueva ventana | Descargar

Suscríbete: RSS | Más

Alma Con-Ciencia | 10 de Marzo 2025

Alma Con-Ciencia | 03 de Marzo 2025

Boreal | 14 de Febrero del 2025

Boreal | 07 de Febrero del 2025

Boreal | 31 de Enero del 2025

Señal Informativa |31 de Enero del 2025

La Cáscara | 30 de Enero 2025

Señal Informativa |30 de Enero del 2025

Cumbres de Babel | 29 de Enero del 2025",,Radio UdeG Zapotlán el Grande,https://udgtv.com/noticias/boreal-21-de-febrero-del-2025/264293,Zapotlán el Grande
Tu Derecho |29 de Enero del 2025,"Podcast: Reproducir en una nueva ventana | Descargar

Suscríbete: RSS | Más

¿Sabías que el Congreso del Estado de Jalisco tiene hasta el 15 de marzo para aprobar la Reforma al Poder Judicial ?

Hoy en #TuDerecho hablaremos sobre este tema tan relevante con Antonio Jiménez y Javier Camacho.

Boreal | 28 de Febrero del 2025

Boreal | 21 de Marzo del 2025

Alma Con-Ciencia | 10 de Marzo 2025

Boreal | 07 de Marzo del 2025

Alma Con-Ciencia | 03 de Marzo 2025

Cumbres de Babel | 26 de Febrero del 2025

Aprender a Desaprender | 25 de Febrero 2025

Boreal | 21 de Febrero del 2025

Cumbres de Babel | 19 de Febrero del 2025",,Radio UdeG Zapotlán el Grande,https://udgtv.com/noticias/tu-derecho-29-de-enero-del-2025/264975,Zapotlán el Grande
Cumbres de Babel | 15 de Enero del 2025,"Podcast: Reproducir en una nueva ventana | Descargar

Suscríbete: Google Podcasts | RSS | Más

Hoy en #CumbresDeBabel

Es #MiércolesLiterario acompáñanos en #RadioUniversidadDeGuadalajara desde #CiudadGuzmán donde hablaremos sobre el ilustre escritor #JoséGómezUgarte a 151 años de su natalicio, celebrado este 17 de enero.

Nos acompaña Milton Iván Peralta, autor del libro «Los olvidados. Marín/Ugarte», para descubrir juntos las fascinantes historias detrás de estas figuras literarias.

Señal Informativa |31 de Enero del 2025

Señal Informativa |30 de Enero del 2025

Señal Informativa |29 de Enero del 2025

Aprender a Desaprender | 28 de Enero 2025

Señal Informativa |28 de Enero del 2025

Señal Informativa |27 de Enero del 2025

Boreal | 24 de Enero del 2025

Señal Informativa |24 de Enero del 2025

Señal Informativa |23 de Enero del 2025",,Radio UdeG Zapotlán el Grande,https://udgtv.com/noticias/cumbres-de-babel-15-de-enero-del-2025/263165,Zapotlán el Grande
Señal Informativa |11 de Diciembre del 2024,"Podcast: Reproducir en una nueva ventana | Descargar

Suscríbete: Google Podcasts | RSS | Más

El pleno del ayuntamiento de Zapotlán el Grande autoriza a Ernesto Sánchez Sánchez como edil sustituto de la presidenta municipal.

El Ayuntamiento de Zapotlán el Grande celebra sesión solemne por el 76 aniversario del Día Internacional de los Derechos Humanos.

Protección Civil de Sayula prepara operativo para las fiestas guadalupanas del 11 y 12 de diciembre.

En Sayula ya se alista la 9na edición de la Feria de la Tostada de Usmajac del 13 al 15 de diciembre.

El Criadero |13 de Enero del 2025

Policromía | 31 de Diciembre del 2024

El Criadero |30 de Diciembre del 2024

Policromía | 24 de Diciembre del 2024

Mezclas Duras | 23 de Diciembre 2024

Teponaztli |23 de Diciembre del 2024

El Criadero |23 de Diciembre del 2024

Tren al Sur | 19 de Diciembre 2024

Puros Cuentos, Puros Comics |17 de Diciembre 2024",,Radio UdeG Zapotlán el Grande,https://udgtv.com/noticias/senal-informativa-11-de-diciembre-del-2024/259352,Zapotlán el Grande
Subversiva | 24 de Enero 2025,"Podcast: Reproducir en una nueva ventana | Descargar

Suscríbete: RSS | Más

Hoy en subversiva hablaremos de una mujer que por sus descubrimientos marcó un antes y un después en el campo de la medicina.

#MujeresSubversivas #GertrudeBelleElion #MujeresCientíficas

Boreal | 28 de Febrero del 2025

Boreal | 21 de Marzo del 2025

Alma Con-Ciencia | 10 de Marzo 2025

Boreal | 07 de Marzo del 2025

Alma Con-Ciencia | 03 de Marzo 2025

Cumbres de Babel | 26 de Febrero del 2025

Aprender a Desaprender | 25 de Febrero 2025

Boreal | 21 de Febrero del 2025

Cumbres de Babel | 19 de Febrero del 2025",,Radio UdeG Zapotlán el Grande,https://udgtv.com/noticias/subversiva-24-de-enero-2025/264932,Zapotlán el Grande
