titulo,fecha,articulo,url,lugar,fecha_limpia
Recibe Soledad Atzompa la liberación de sus cuentas públicas 2022 y 2023,"Orizaba, Ver. 18/04/2025","El municipio de Soledad Atzompa recibió oficialmente la liberación de sus cuentas públicas correspondientes a los ejercicios fiscales 2022 y 2023, por parte del Órgano de Fiscalización Superior del Estado de Veracruz (ORFIS), al no encontrarse daño patrimonial ni irregularidades administrativas en la revisión técnica y legal. El alcalde Demetrio Cruz de Jesús recibió las cartas de liberación, documento que acredita el cumplimiento estricto de la normatividad en el uso del erario. La notificación fue firmada por la auditora general del ORFIS, Delia González Cobos, y la titular de la Unidad de Investigación, María de Lourdes de la Loza González. Cruz de Jesús expresó que este resultado es un reflejo del compromiso de su administración con la transparencia y el uso responsable de los recursos públicos, como fue su compromiso de campaña de rendier cuentas claras. Subrayó que la rendición de cuentas no es una obligación sólo legal, sino moral frente a los habitantes de las 42 comunidades que integran Soledad Atzompa. “Gobernar con honestidad también significa que el pueblo sepa cómo y en qué se invierte su dinero”, expresó.",https://www.alcalorpolitico.com/informacion/recibe-soledad-atzompa-la-liberacion-de-sus-cuentas-publicas-2022-y-2023-423773.html,"Orizaba, Ver",18/04/2025
Turistas y locales dejan sucias la playa y el malecón de Coatzacoalcos,"Coatzacoalcos, Ver. 18/04/2025","Por la presencia de más visitantes en la zona de playa de Coatzacoalcos, la cantidad de basura dejada en las calles ha aumentado considerablemente. La avenida principal del malecón costero, así como el área de playa, amanece cada día con montones de desechos. Latas, colillas de cigarro, botellas de cristal, cartón y demás residuos se aprecian día con día regados por todos lados. Un grupo de trabajadoras del departamento de Limpia Pública se ha encargado de mantener la playa de Coatzacoalcos libre de residuos al recorrer 5 kilómetros con su rastrillo, araña y bolsas para recoger lo que se genera al día. Estas mujeres son quienes vienen a compensar la falta de civilidad de los visitantes y laboran a marchas forzadas para recolectar los desechos. Aunque en la zona existen contenedores, muchos residuos terminan dispersos ante la falta de educación de la población y turistas. A pesar de sus esfuerzos, la basura reaparece y ellas tienen que retirarla de la playa, sobre todo ahora que llegan bañistas a Coatzacoalcos. “Recogemos toda la basura blanca, mantener limpio para cuando venga la gente de fuera y vea la playa limpia, bonita y permanezca así durante Semana Santa”, declaró Claudia. Las trabajadoras piden a los bañistas locales no tirar basura para que mejore la imagen del puerto sureño y así lleguen más turistas. “Que sean un poquito limpios, para que se vean más presentables los negocios, para que la gente se lleve una buena imagen de Coatzacoalcos, que cada semana se acuerden de Coatza y aquí los esperamos”, enfatizó la empleada del departamento de Limpia Pública. Además, durante estos días se colocaron “corrales” para que la gente deposite ahí sus residuos. Con ello, se espera reducir la cantidad de basura que al día siguiente recoge el personal del municipio.",https://www.alcalorpolitico.com/informacion/turistas-y-locales-dejan-sucias-la-playa-y-el-malecon-de-coatzacoalcos-423746.html,"Coatzacoalcos, Ver",18/04/2025
Hallan cuerpo flotando en el Lago de Catemaco,"Catemaco, Ver. 18/04/2025","Este viernes fue hallado el cuerpo sin vida de un hombre, flotando en las aguas del Lago de Catemaco y hasta esta noche aún no ha sido identificado. Personas que caminaban sobre el malecón, a la altura de “La Plazuela del Carmen”, fueron quienes observaron el cuerpo e informaron a la policía. Las autoridades dieron a conocer que se trataba del cuerpo de un hombre de entre 45 y 50 años de edad, que vestía camisa gris e indicaron que a simple vista no presentaba huellas de violencia. Tras asegurar el perímetro a varios metros de distancia, autoridades ministeriales acudieron al sitio y realizaron las diligencias periciales. Hasta la noche de este viernes, el cuerpo se encuentra en calidad de desconocido, en la unidad del Servicio Médico Forense, en Catemaco. Será a través de necropsia de rigor que se determine las causas de su muerte.",https://www.alcalorpolitico.com/informacion/hallan-cuerpo-flotando-en-el-lago-de-catemaco-423774.html,"Catemaco, Ver",18/04/2025
María acompaña a todas las madres que sufren: Obispo de Orizaba,"Orizaba, Ver. 18/04/2025","En el marco de la Semana Santa, el obispo de la Diócesis de Orizaba, Eduardo Cervantes Merino, compartió un mensaje de fe y esperanza para todas las madres que atraviesan momentos difíciles, especialmente para aquellas que buscan a sus hijos desaparecidos. Durante su reflexión, el Prelado resaltó la figura de la Virgen María como ejemplo de fortaleza en el dolor. Recordó cómo, durante la vida de Jesús, María lo acompañó desde la Encarnación hasta la cruz, y cómo en el templo el anciano Simeón le advirtió que una espada de dolor atravesaría su corazón. “María está siempre al lado de todos, en el momento más difícil, de la enfermedad, del sufrimiento, de la muerte. Y también está acompañando y pidiendo en el Viacrucis por todas las mamás que hoy viven situaciones complicadas”, expresó. El Obispo señaló que María, como madre de la Iglesia y de la humanidad, camina junto a las mujeres que enfrentan el viacrucis de la pérdida y del dolor. Mencionó que la Virgen no sólo camina con las madres buscadoras, sino con todas las que sufren la ausencia, la lejanía o el abandono de sus hijos, las que padecen por alguna situación especial de ellos. Invitó a vivir la Semana Santa no como una simple memoria de hechos pasados, sino como una experiencia viva de fe, en la que se recuerda que, en cada paso de sufrimiento, María camina con nosotros.",https://www.alcalorpolitico.com/informacion/maria-acompania-a-todas-las-madres-que-sufren-obispo-de-orizaba-423769.html,"Orizaba, Ver",18/04/2025
Refuerzan con helicóptero combate a incendio en el Cofre de Perote,"Xalapa, Ver. 18/04/2025","La mañana de este viernes, la Secretaría de Protección Civil (PC) informó que iniciaron las operaciones aéreas para combatir el incendio del Parque Nacional Cofre de Perote, para dar apoyo a las brigadas terrestres en las primeras acciones del día. Se tiene proyectado que el helicóptero del Gobierno del Estado de Veracruz efectuará descargas de agua para enfriar y humedecer puntos estratégicos que permitan a los brigadistas en tierra acceder a las zonas de combate directo y de apertura de brechas. Al cierre de ayer, los trabajos de liquidación y control integraron la participación de 252 elementos, con la activación de los planes DN-III-E de la Secretaría de la Defensa Nacional (DEFENSA) y Tajín de la Secretaría de Seguridad Pública (SSP), en coordinación con CONAFOR, CONANP, SEDEMA, PC estatal y municipal, así como la Dirección General de Aeronáutica del Gobierno del Estado, brigadas rurales y de manejo de fuego de CONAFOR y SEDEMA, y brigadistas voluntarios.",https://www.alcalorpolitico.com/informacion/refuerzan-con-helicoptero-combate-a-incendio-en-el-cofre-de-perote-423736.html,"Xalapa, Ver",18/04/2025
Liberan a joven veracruzana presa en Tlaxcala por delito que no cometió,"Xalapa, Ver. 18/04/2025","La liberación de Keren Selsy Ordóñez Hernández, joven veracruzana que pasó más de 9 años en prisión por un delito que no cometió, fue reconocida como un logro histórico por organismos nacionales e internacionales. La decisión fue tomada el pasado miércoles por la Sala Penal y Especializada en Administración de Justicia para Adolescentes del Tribunal Superior de Justicia de Tlaxcala, que revocó la sentencia de 50 años que se le había impuesto en 2024 por el delito de secuestro. La Oficina en México del Alto Comisionado de las Naciones Unidas para los Derechos Humanos (ONU-DH) y el Centro de Derechos Humanos Miguel Agustín Pro Juárez (Centro PRODH) celebraron el fallo, afirmando que Ordóñez Hernández es una sobreviviente de tortura “que enfrentó una acusación injusta y un proceso penal marcado por múltiples irregularidades y discriminación”, dijo. Cabe señalar que Keren fue detenida en diciembre de 2015 en Xalapa, cuando tenía 19 años y se recuperaba de una cesárea. Fue arrestada sin orden judicial por agentes ministeriales de Tlaxcala y elementos de la entonces Policía Federal, junto con su hija recién nacida. “Durante las siguientes 11 horas, Keren fue sometida a golpes, asfixia y amenazas de agresión física, matar o desaparecer a su hija”, denunció la Organización Mundial Contra la Tortura (OMCT), que ha documentado el caso desde su inicio. La acusación se basó en una declaración que Keren fue obligada a firmar bajo tortura. A pesar de las evidencias y denuncias por detención arbitraria y tratos crueles, el juez José Eduardo Morales Sánchez, Sistema Tradicional Penal y Especializado en Administración de Justicia para Adolescentes de Apizaco, desestimó las pruebas de tortura y la condenó a 50 años de prisión en 2024. “Su caso evidencia cómo las mujeres se enfrentan a un sistema de justicia desigual”, sostuvo el Centro PRODH. “Su liberación representa una victoria en la lucha por la justicia, pero también nos recuerda que cientos de mujeres permanecen privadas de su libertad de manera injusta en el País”, añadió.",https://www.alcalorpolitico.com/informacion/liberan-a-joven-veracruzana-presa-en-tlaxcala-por-delito-que-no-cometio-423748.html,"Xalapa, Ver",18/04/2025
Chocó su Jeep contra autos de sus vecinos en la av. Ruiz Cortines de Xalapa,"Xalapa, Ver. 18/04/2025","Elconductor de una camioneta Jeep chocó contra vehículos estacionados de sus vecinos en la avenida Ruiz Cortines, cuando llegó a su casa en compañía de su familia, el saldo fue de cuatro lesionados leves entre ellos un menor El accidente se registró al filo de las 23:30 horas del jueves cuando una camioneta Jeep color blanco circulaba sobre la avenida Ruiz Cortines, sobre el carril que comunica de Ignacio de la Llave a Tesorería. El conductor se trasladaba a su domicilio ubicado sobre la avenida Ruiz Cortines, metros antes de llegar al edificio del PRI estatal, manifestando que perdió el control cuando un automovilista se le cerro y chocó contra tres vehículos estacionados de sus vecinos. Los autos dañados son: Una camioneta banca Nissan doble cabina, una auto Nissan March color gris y un Matiz color rojo. El accidente fue reportado al teléfono de emergencia 911 y en redes sociales, acudiendo al auxilio paramédicos de Escuadrón Nacional de Rescate, quienes atendieron a cuatro personas entre ellas un menor de edad, que viajaban en la camioneta Jeep, sin que ameritaran ser trasladados a un hospital. Al lugar del accidente llegó personal de Tránsito del Estado a tomar conocimiento y deslindar responsabilidades.",https://www.alcalorpolitico.com/informacion/choco-su-jeep-contra-autos-de-sus-vecinos-en-la-av-ruiz-cortines-de-xalapa-423732.html,"Xalapa, Ver",18/04/2025
"Tras ardua labor, brigadistas reportan controlado el incendio en Cofre de Perote","Xalapa, Ver. 18/04/2025","Voluntarios de Xico, Xico Viejo, Teocelo y Coatepec retornaron sanos y salvos tras participar en el combate a los incendios en el Parque Nacional Cofre de Perote, luego de que durante este miércoles y jueves dedicaron todos sus esfuerzos para apagar el fuego. En Facebook, el perfil Guardianes de la Montaña Xico compartió que los combatientes regresaron a la base instalada en el Cofre de Perote, donde comenzaron a consumir sueros, galletas, barritas energéticas y otros víveres para recargar energías. De acuerdo con la publicación, los brigadistas continuaron trabajando hasta las 4:30 horas, a pesar del ambiente seco y las bajas temperaturas en las faldas de la montaña veracruzana. “Queremos expresar nuestra más sincera gratitud a la brigada de Guardianes de la Montaña Xico, conformada por locatarios de Xico Viejo y de Pocitos, que estuvieron desde ayer 17 de abril desde las 14:00 horas combatiendo el incendio en la montaña hasta el día de hoy a las 4:30 horas”, publicaron en la red, dijo. El mismo post indicó que entre todos lograron controlar el incendio en un 85 por ciento, y puntualizaron que, por el momento, no se requieren más donaciones. “Justo ahora vienen bajando las brigadas después de una larga noche de trabajo. Nuestra brigada va a descansar después de este gran esfuerzo. Agradecemos a todos los que ofrecieron apoyo con víveres, ya todos fueron entregados y por el momento no se requieren”, añadieron, dijo. Finalizaron la publicación con un video en el que se observa a los voluntarios entregando insumos a los combatientes, aunque otros más subirían al Cofre por una brigada que aún no había sido localizada.",https://www.alcalorpolitico.com/informacion/tras-ardua-labor-brigadistas-reportan-controlado-el-incendio-en-cofre-de-perote-423751.html,"Xalapa, Ver",18/04/2025
Ayuntamiento de Tehuipango desmiente haber dañado terreno de particular,"Tehuipango, Ver. 18/04/2025","Tras la difusión de señalamientos en redes sociales sobre un supuesto daño por parte del Ayuntamiento de Tehuipango en un terreno que es propiedad privada, autoridades municipales aclararon que el caso fue llevado a instancias legales y resuelto a favor del Ayuntamiento. Y es que, a través de redes sociales, el ciudadano Rogelio Tecpile Calihua denunció que un terreno de su propiedad estaba siendo utilizado de manera ilegal por el Ayuntamiento como un vertedero de aguas negras. Sin embargo, el alcalde Francisco Quiahua Calihua, junto con el Cabildo y el área jurídica, presentó documentos que acreditan que el terreno pertenece al municipio y que en él se realizará una obra de rehabilitación del drenaje en beneficio de la comunidad. Mencionó que el drenaje es una obra que fue realizada hace años por el Gobierno federal y presentaba deterioro. Comentó que hace años el quejoso interpuso su demanda y el Ayuntamiento respondió, pero hoy el tema está legalmente cerrado, por lo que los señalamientos forman parte de un intento por desacreditar a la administración municipal.",https://www.alcalorpolitico.com/informacion/ayuntamiento-de-tehuipango-desmiente-haber-daniado-terreno-de-particular-423770.html,"Tehuipango, Ver",18/04/2025
OPLE iniciará designación de moderadores para debates por alcaldías,"Xalapa, Ver. 18/04/2025","Para este proceso electoral local 2024-2025, el Organismo Público Local Electoral (OPLE) invitará a 8 moderadores, 4 mujeres y 4 hombres, para conducir los debates entre los candidatos a presidentes municipales.",https://www.alcalorpolitico.com/informacion/ople-iniciara-designacion-de-moderadores-para-debates-por-alcaldias-423742.html,"Xalapa, Ver",18/04/2025
Despliegan módulos de vacunación en playas de la zona centro de Veracruz,"Xalapa, Ver. 18/04/2025","La Secretaría de Salud de Veracruz habilitó módulos de atención médica en playas de la zona centro del Estado para aplicar vacunas a bañistas que así lo deseen. De acuerdo con la dependencia, esta acción forma parte del operativo de vigilancia coordinado por la jurisdicción sanitaria de Xalapa y el Centro Regulador de Urgencias Médicas (CRUM). “Hay vacunas contra tuberculosis, sarampión y distintos esquemas. Por si la gente acepta vacunarse, se están poniendo de manera gratuita”, señalaron autoridades sanitarias. Además, destacaron que los módulos también brindan información sobre medidas básicas de primeros auxilios. El despliegue contempla vigilancia permanente desde la capital hasta la zona costera de La Mancha, con el apoyo de ambulancias del CRUM para el traslado inmediato de personas que lo requieran a los hospitales de la red estatal. “Todo esto es trabajo de la Secretaría de Salud a través de la jurisdicción sanitaria de Xalapa y el Centro Regulador de Urgencias Médicas”, indicaron los responsables del operativo.",https://www.alcalorpolitico.com/informacion/despliegan-modulos-de-vacunacion-en-playas-de-la-zona-centro-de-veracruz-423761.html,"Xalapa, Ver",18/04/2025
"Sicario dispara a pareja; el hombre murió, en Martínez de la Torre","Martínez de la Torre, Ver. 18/04/2025","Un hombre perdió la vida y una mujer resultó lesionada tras una agresión armada por parte de un individuo que iba cubierto del rostro, esto durante la madrugada de este viernes, en Martínez de la Torre. Se informó que los hechos ocurrieron alrededor de las 3:00 horas de este viernes, en la colonia Joyas del Diamante, donde el sicario con el rostro cubierto irrumpió en una vivienda y disparó contra la pareja. El el lugar perdió la vida Raúl ‘N’, en tanto que una mujer herida con impactos de bala fue trasladada a un hospital en condición grave. El agresor escapó. El hombre fue declarado por muerto, el lugar fue acordonado por elementos de la Policía Municipal mientras al sitió arribó personal de Servicios Periciales para realizar las indagaciones de Ley y posteriormente hacer el levantamiento del cuerpo.",https://www.alcalorpolitico.com/informacion/sicario-dispara-a-pareja-el-hombre-murio-en-martinez-de-la-torre-423765.html,"Martínez de la Torre, Ver",18/04/2025
Chocó auto de empresa de seguridad privada en bulevar del puerto de Veracruz,"Veracruz, Ver. 18/04/2025","Un automóvil de la empresa de seguridad privada chocó contra la infraestructura turística del bulevar Manuel Ávila Camacho en el puerto de Veracruz. Fue alrededor de las 5 de la mañana que se reportó el incidente en el que no hubo personas lesionadas, sólo daños materiales. Según informó, el chofer se quedó dormido lo cual le hizo perder el control e impactarse contra los bolardos y quedar prácticamente incrustado. En el impacto también se dañó la señalética turística del bulevar.",https://www.alcalorpolitico.com/informacion/choco-auto-de-empresa-de-seguridad-privada-en-bulevar-del-puerto-de-veracruz-423735.html,"Veracruz, Ver",18/04/2025
Fuego arrasa con pollería y tortillería en pleno centro de Banderilla,"Banderilla, Ver. 18/04/2025","Este viernes dos locales comerciales fueron consumidos por un incendio que movilizó a cuerpos de emergencia de Xalapa y zonas cercanas. Todo ocurrió en la avenida Libertad, a unos metros de la conocida bodega Aurrerá, un punto clave de la ciudad. Según testigos, el fuego habría comenzado en una pollería. Un humo espeso empezó a salir del interior del local y no tardó en llamar la atención de quienes pasaban por la zona. En cuestión de minutos, las llamas se extendieron a la tortillería vecina, generando una situación caótica. Los primeros en responder fueron los propios vecinos, quienes rápidamente marcaron a los servicios de emergencia. Poco después, arribaron elementos del cuerpo de Bomberos de Xalapa y personal de Protección Civil. Para entonces, el fuego ya había tomado fuerza y avanzaba con rapidez entre ambos negocios. Los bomberos, conocidos en la jerga local como “tragahumos”, actuaron con eficacia, evitando que el incendio alcanzara otros establecimientos colindantes. Tras varios minutos de labor intensa, lograron controlar las llamas, aunque los daños materiales en los dos locales fueron considerables. Todo indica que el incendio fue provocado por un cortocircuito. Esta versión se basa en observaciones preliminares y en el testimonio de algunos vecinos que notaron chispas minutos antes de que se iniciara el fuego. Afortunadamente, no se reportaron personas lesionadas. Sin embargo, el impacto económico para los propietarios de los negocios afectados será significativo.",https://www.alcalorpolitico.com/informacion/fuego-arrasa-con-polleria-y-tortilleria-en-pleno-centro-de-banderilla-423776.html,"Banderilla, Ver",18/04/2025
Atento aviso a nuestros lectores,18/09/2013,"Siempre que hay asuntos de opinión y no de hechos comprobables, que se refieren al sentir de cada persona respecto de asuntos públicos, de los que solicitan sean publicados bajo el rubro de “Vía correo electrónico”, este medio ha establecido que se publicarán con el nombre de su autor/a, pues los anónimos no son creíbles para la autoridad y sólo se acumularían expresiones que finalmente, nadie toma en cuenta. - En el texto no se admiten descalificaciones hacia personas, burlas u ofensas. - Evitar el uso de sólo mayúsculas porque provoca pérdida de tiempo al personal. - Todos los autores deberán firmar con su nombre, no se admite publicación anónima. - Deberán anexar un número de teléfono fijo para el caso de que la Redacción determine contactar al autor. - Sin excepción, los autores deberán anexar imagen escaneada de su credencial IFE/INE o alguna otra identificación válida. Cualquier correo de opinión que no cumpla con estos requisitos, o que habiendo enviado un número telefónico no lo respondan, será ignorado. Atentamente Dirección general NOTA: la imagen de la identificación y el número de teléfono no serán publicados, a menos que lo solicite el interesado.",http://alcalorpolitico.com/informacion/atento-aviso-a-nuestros-lectores-124649.html,,18/09/2013
Miles de personas protestan en EU contra Trump,Nueva York 19/04/2025,"Opositores al gobierno del presidente Donald Trump salieron este sábado a las calles de comunidades grandes y pequeñas en todo Estados Unidos, denunciando lo que consideran amenazas a los ideales democráticos de la nación. Los diversos eventos abarcaron desde una marcha por el centro de Manhattan y una manifestación frente a la Casa Blanca hasta una manifestación en Massachusetts, en conmemoración del inicio de la Guerra de Independencia de Estados Unidos hace 250 años. En San Francisco, los manifestantes formaron una pancarta humana con la leyenda ""Impeach & Remove"" (Destituir y Destituir) en la arena de Ocean Beach, con vistas al océano Pacífico. Thomas Bassford estuvo entre quienes se unieron a los manifestantes en la recreación de las batallas de Lexington y Concord en las afueras de Boston. El disparo, que resonó en todo el mundo el 19 de abril de 1775, anunció el inicio de la guerra de independencia de la nación contra Gran Bretaña. El albañil jubilado de 80 años de Maine dijo que creía que hoy en día los estadounidenses están siendo atacados por su propio gobierno y necesitan oponerse a ello. “Este es un momento muy peligroso para la libertad en Estados Unidos”, dijo Bassford, quien asistió al evento con su pareja, su hija y sus dos nietos. “Quería que los chicos aprendieran sobre los orígenes de este país y que a veces tenemos que luchar por la libertad”. En otros lugares, se planearon protestas frente a los concesionarios de Tesla contra Elon Musk, asesor del multimillonario Trump, y su papel en la reducción del Gobierno Federal. Otros organizaron eventos de servicio comunitario, como colectas de alimentos, talleres y voluntariado en albergues locales. Las protestas se producen apenas dos semanas después de que protestas similares a nivel nacional contra la administración Trump atrajeran a miles de personas a las calles en todo el país. Los organizadores dicen que están protestando contra lo que llaman violaciones de los derechos civiles y constitucionales de Trump, incluidos los esfuerzos para deportar a decenas de inmigrantes y reducir el gobierno federal despidiendo a miles de empleados gubernamentales y cerrando efectivamente agencias enteras. Algunos de los eventos se inspiraron en el espíritu de la Guerra de la Independencia de Estados Unidos, que exigía “no a los reyes” y resistencia a la tiranía. George Bryant, residente de Boston y uno de los manifestantes en Concord, Massachusetts, dijo que le preocupaba que Trump estuviera creando un “estado policial” en Estados Unidos mientras sostenía un cartel que decía: “¡El régimen fascista de Trump debe irse ahora!”. “Está desafiando a los tribunales. Está secuestrando estudiantes. Está destruyendo el sistema de pesos y contrapesos”, dijo Bryant. “Esto es fascismo”. En Washington, Bob Fasick dijo que acudió a la manifestación frente a la Casa Blanca preocupado por las amenazas a los derechos al debido proceso protegidos por la Constitución, así como a la Seguridad Social y otros programas de red de seguridad federal. La administración Trump, entre otras cosas, ha tomado medidas para cerrar las oficinas locales de la Administración del Seguro Social, recortar la financiación para los programas de salud del gobierno y reducir las protecciones para las personas transgénero . ""No puedo quedarme de brazos cruzados sabiendo que si no hago nada y nadie hace algo para cambiar esto, el mundo que colectivamente estamos dejando a los niños pequeños, a nuestros vecinos, simplemente no es uno en el que me gustaría vivir"", dijo el empleado federal jubilado de 76 años de Springfield, Virginia. En Columbia, Carolina del Sur, cientos de personas protestaron frente al capitolio estatal. Llevaban carteles que decían ""Lucha con fiereza, Harvard, lucha"" y ""Salven a la SSA"", en referencia a la Administración del Seguro Social. Y en Manhattan, los manifestantes se congregaron contra las continuas deportaciones de inmigrantes mientras marchaban desde la Biblioteca Pública de Nueva York hacia el norte en dirección a Central Park, pasando por la Torre Trump. “Sin miedo, sin odio, no hay ICE en nuestro estado”, coreaban al ritmo constante de los tambores, en referencia al Servicio de Inmigración y Control de Aduanas de Estados Unidos. Marshall Green, quien se encontraba entre los manifestantes, dijo que lo que más le preocupa es que Trump haya invocado la Ley de Enemigos Extranjeros de 1798 al afirmar que el país está en guerra con pandillas venezolanas vinculadas al gobierno de la nación sudamericana. “El Congreso debería tomar la iniciativa y decir que no, que no estamos en guerra. No pueden usar eso”, dijo este hombre de 61 años de Morristown, Nueva Jersey. “No se puede deportar a personas sin el debido proceso, y todos en este país tienen derecho al debido proceso, pase lo que pase”. Mientras tanto, Melinda Charles, de Connecticut, dijo que estaba preocupada por los “extralimitaciones ejecutivas” de Trump, citando enfrentamientos con los tribunales federales, la Universidad de Harvard y otras universidades de élite. “Se supone que debemos tener tres poderes de gobierno iguales y que el Poder Ejecutivo se haya vuelto tan fuerte”, dijo. “Es increíble”.",https://www.alcalorpolitico.com/informacion/miles-de-personas-protestan-en-eu-contra-trump-423804.html,Nueva York,19/04/2025
Rechazan versión de traslado de sicarios desde México para atentar contra Noboa,Ciudad de México 19/04/2025,"La Secretaría de Relaciones Exteriores (SRE) rechazó las versiones que citan mensajes del ejército de Ecuador sobre el presunto traslado de sicarios “desde México y otros países” hacía esa nación, con el fin de atentar contra el presidente Daniel Noboa. A través de un comunicado, la Cancillería rechazó “tajantemente la reiterada e inescrupulosa creación de narrativas en comunicados oficiales y/o filtraciones de documentos oficiales, que aluden a México como fuente de supuestos actos delictivos o situaciones internas en ese país”. Detalló que en días recientes, han circulado estas versiones en algunos medios de comunicación de Ecuador, citando un mensaje militar de ese país del pasado 17 de abril, que señalan que tras las elecciones presidenciales “se ha iniciado el traslado de sicarios desde México y otros países hacia el Ecuador, con la finalidad de realizar atentados terroristas contra el Presidente de la República, su Gabinete Ministerial y equipo de trabajo”. Señaló que a pesar de que se rompieron las relaciones diplomáticas con Ecuador, México “se guía y se guiará siempre bajo el principio de no intervención”. Destacó que la ruptura de las relaciones diplomáticas con la República del Ecuador ocurrió “con motivo del violento asalto a la Embajada de México en Quito el 5 de abril de 2024, en grave y flagrante violación al derecho internacional”. Gobierno de Noboa alerta presunto traslado de sicarios desde México para atentar en su contra El Comando Conjunto de las Fuerzas Armadas (COMACO) emitió una alerta respecto de la seguridad del presidente Daniel Noboa y su entorno ministerial por la posible planificación de atentados en su contra de parte de grupos delincuenciales, y que se ha dispuesto que se refuerce su cápsula de seguridad. El medio El Universo dijo que el ministro de Gobierno, José de la Gasca, confirmó la información. En un oficio, con fecha del 17 de abril del 2025, se indica que por información de Inteligencia de las FF. AA. “se conoce que, luego de los resultados electorales del 13 de abril del 2025, se han iniciado traslados de sicarios desde México y otros países hacia el Ecuador, con la finalidad de realizar atentados terroristas contra el presidente de la República, su gabinete ministerial y su equipo de trabajo”.",https://www.alcalorpolitico.com/informacion/rechazan-version-de-traslado-de-sicarios-desde-mexico-para-atentar-contra-noboa-423803.html,Ciudad de México,19/04/2025
Alerta Amber Juandi Raúl Romero Rivera y Mereni Jacome,19/04/2025,ACTIVACIÓN LERTA AMBER- VERACRUZ 1333por la niña MARENI JACOME JACOME de 2 años de edad.,https://www.alcalorpolitico.com/informacion/noticias.php?idnota=423790,,19/04/2025
"Con llamado a atender la salud mental, artista plástica muestra sus obras en Álamo","Álamo, Ver. 19/04/2025","“Folie à deux” (locura compartida) es el título de la exposición pictórica que se presenta en la Casa de Cultura de Álamo, obra de la artista Carmina Vera, quien viajó desde el estado de Durango hasta Veracruz para compartir su propuesta artística sobre salud mental. La muestra fue inaugurada la tarde-noche del Viernes de Dolores y permanecerá abierta al público hasta el mes de mayo, de acuerdo con lo informado por el patronato de la Casa de Cultura. En entrevista, la artista reveló que su inspiración proviene de su experiencia personal con la depresión, por lo que sus piezas representan vivencias dentro de hospitales psiquiátricos, así como el sufrimiento y la lucha de quienes padecen trastornos mentales. Además, Vera hizo un llamado a las instituciones gubernamentales para que se atienda de manera adecuada la salud mental en el país, señalando la falta de personal especializado en hospitales públicos como una problemática urgente. La autora añadió que su exposición busca ser un vehículo para dar voz a quienes no pueden expresarse, y también un recordatorio para la sociedad sobre la importancia de la empatía hacia las personas que viven con trastornos mentales y que muchas veces pasan desapercibidas “aunque se crucen en nuestro camino por las calles”, subrayó.",https://www.alcalorpolitico.com/informacion/con-llamado-a-atender-la-salud-mental-artista-plastica-muestra-sus-obras-en-alamo-423805.html,"Álamo, Ver",19/04/2025
Sábado de Gloria: día de espera sagrada y renovación en la fe,"Xalapa, Ver. 19/04/2025","Este sábado 19 de abril, las iglesias de Xalapa vivirán uno de los momentos más importantes del calendario litúrgico: el Sábado de Gloria, una jornada de recogimiento y contemplación que prepara el corazón de los fieles para la Resurrección de Cristo. El párroco José Manuel Suazo Reyes, explicó que durante la mañana, la Iglesia permanece en silencio ante la tumba del Señor, en actitud de oración expectante. Este día no se celebran misas hasta la noche, como expresión de duelo y espera por la promesa de la vida nueva. Por la tarde-noche, se lleva a cabo la Vigilia Pascual, la celebración más solemne del año litúrgico, en la que se proclama el misterio central de la fe cristiana: la Resurrección de Jesús. En Xalapa, diversas parroquias celebrarán esta liturgia con gran devoción: - La Parroquia de San José dará inicio a la Vigilia Pascual a las 20:00 horas. - En la Catedral Metropolitana, la ceremonia comenzará a las 19:30 horas, presidida por el Arzobispo. - La Iglesia de San Jerónimo celebrará su Vigilia a las 21:00 horas, con participación de varias comunidades. La Vigilia Pascual está compuesta por 4 momentos simbólicos: el Lucernario (bendición del fuego nuevo y encendido del Cirio Pascual), la Liturgia de la Palabra, la Liturgia Bautismal y la Liturgia Eucarística. Cada parte nos conduce espiritualmente desde la oscuridad hacia la luz del Cristo Resucitado, refirió el clérigo. Como explica Suazo Reyes, la Vigilia Pascual es la vigilia más importante del año, “porque en ella celebramos la Resurrección de Jesús, el misterio central de nuestra fe. Es en esta celebración donde resuenan nuevamente las campanas y el júbilo recorre los templos”. En esta vigilia también se renuevan las promesas bautismales, se entona el Gloria y se realiza una lectura profunda de los textos del Antiguo Testamento que relatan la historia de la salvación. Los fieles están invitados a vivir este día no como una simple tradición, sino como una oportunidad para profundizar en su espiritualidad y conectar con la esperanza de la vida nueva. “Que la celebración de la Semana Santa nos lleve a reforzar nuestra espiritualidad para sanar también el corazón y la mente de todas aquellas cosas que también destruyen el interior. Que la cruz de Cristo nos libre de los signos de muerte que nos acechan”, finalizó Suazo Reyes.",https://www.alcalorpolitico.com/informacion/sabado-de-gloria-dia-de-espera-sagrada-y-renovacion-en-la-fe-423784.html,"Xalapa, Ver",19/04/2025
