titulo,articulo,lugar,autor,fecha,url
Marchan en Tecolotlán para exigir justicia por Denis,"La familia de Denis González Martínez, mujer joven víctima de feminicidio localizada sin vida, en el municipio de Tecolotlán -a finales mayo- convocó este pasado sábado 22 de junio a una marcha para exigir justicia y que tipifiquen el delito como feminicidio. El punto de reunión para la salida del contingente este sábado, fue a las 6 de la tarde, en el Templo de la Virgencita, desde donde salieron caminando por toda la calle Constitución hasta llegar a la Plaza Principal, donde previamente su familia instaló un altar en el kiosco del jardín, en honor de la joven a la que recién le arrancaron la vida. A la marcha asistieron alrededor de 120 personas entre mujeres, hombres, niñas, niños, jóvenes y adolescentes que llevaban veladoras, flores, carteles con consignas, fotografías de Denise y de las otras cuatro mujeres (Brenda Maritza Santana Cortés, Luz Orozco, Karina Ponce, María de Jesús) víctimas de feminicidio en los últimos 20 años en Tecolotlán. Cuando llegaron a la plaza, las personas que traían carteles los pegaron en el altar previamente elaborado, entonaron algunos cantos alusivos a la lucha de las mujeres y al final la familia de Denis dio un mensaje. Denise, desaparece y la encuentran sin vida El pasado 27 de mayo, Denis salió de trabajar a las 10 de la noche y no volvió a su casa, desde ese momento su familia comenzó a buscarla, a través de redes sociales compartieron una ficha de búsqueda que estuvo publicándose en diferentes medios de la región, hasta que el 30 de mayo la localizaron sin vida, en un predio conocido como Ranchería Ambrosio. De manera casi inmediata a partir de su localización, tanto pobladores como el mismo presidente municipal -Eliud Saldaña- a través de sus perfiles de Facebook, publicaron mensajes de pésame y también para exigir justicia en el esclarecimiento de este hecho violento. El 7 de junio, la Fiscalía Especializada de Personas Desaparecidas (FEPD) informó que lograron detener y vincular a proceso a Christian Ezequiel, presunto feminicida de Denis Martínez, derivado de las investigaciones realizadas por la autoridad de manera posterior a la denuncia de desaparición de la joven. En la semana que ocurrió la desaparición de Denis, el miércoles 29 de mayo en el municipio de Autlán acababa de ocurrir otro feminicidio donde el feminicida se quitó la vida.","Tecolotlán, Jalisco",,,https://letrafria.com/marchan-en-tecolotlan-para-exigir-justicia-por-denise/
Afinan detalles para apertura de mercado en Unión de Tula,"Tras tres años de trabajo, ya está en la última fase la remodelación del mercado de Unión de Tula. La presidenta municipal, Gala Lepe, se reunió con quienes serán los locatarios del mercado municipal de Unión de Tula, para afinar detalles para su apertura. “Esta semana sostuve una entrevista personal con un grupo de comerciantes que tienen ya su lugar confirmado, pretendemos en breve hacer esta entrega oficial, además de considerar espacios para quienes buscan una oportunidad de estar dentro”. La presidenta municipal aún no precisó cuándo abrirán el mercado municipal, pero recordó que la obra pretender detonar la economía del centro de la cabecera municipal. “Ahora el compromiso es reactivar verdaderamente este centro de convergencia y convertirlo en un símbolo de comunidad y de desarrollo social y económico para Unión de Tula”. La construcción del nuevo mercado inició en 2021. La presidenta municipal gestionó ante la Secretaría de Agricultura y Desarrollo Rural el presupuesto para la renovación de este espacio. En primer momento habían anunciado cerca de siete millones de pesos, pero al final, la obra consistió en casi cinco millones, según el informe de gobierno de la alcaldesa en 2022. La remodelación incluyó la reestructuración y rediseño tanto de exteriores como de interiores, con la finalidad de complementar el mercado con la arquitectura de las calles del centro del municipio.","Unión de Tula, Jalisco",,,https://letrafria.com/afinan-detalles-para-apertura-de-mercado-en-union-de-tula/
Inauguran instalaciones renovadas de secundaria en San Clemente,"El gobierno de Unión de Tula, autoridades escolares y padres de familia, inauguraron las instalaciones renovadas de la Escuela Secundaria “José Luis Lepe Galindo” en San Clemente. El jueves 13 de junio las autoridades hicieron la entrega oficial de las instalaciones de esta escuela secundaria en la delegación de San Clemente, esto tras meses de trabajo en su renovación. El acto de entrega-recepción estuvo encabezado por Edgar Alejandro Cortés, arquitecto de la Secretaría de Infraestructura y Obra Pública de Jalisco (Siop) y de Jesús Canal Núñez, regidor de Educación quien acudió en representación de la presidenta Gala Lepe. También estuvieron presentes el docente Mauricio Fernández Soltero, director del plantel, además el resto de la plantilla docente, alumnos, padres de familia y funcionarios de la administración. La obra consistió en la reconstrucción de cuatro aulas, el mantenimiento de dos salones más y sanitarios. Esta escuela recibe niños, niñas y adolescentes de esta delegación, pero también podrá atender a las comunidades de San José de Ávila, San Agustín e incluso San Cayetano y ahora cuentan con instalaciones renovadas que les permitirán cursar su instrucción básica en espacios de aprendizaje seguros, de calidad y con nuevo mobiliario y equipamiento tecnológico.","Unión de Tula, Jalisco",,,https://letrafria.com/inauguran-instalaciones-renovadas-de-secundaria-en-san-clemente/
Más de 40 alumnos reciben Becas Jalisco,"El programa Becas Jalisco beneficia a 42 alumnos del nivel básico. El objetivo de este programa del Gobierno del Estado, es incentivar la permanencia escolar de las alumnas y los alumnos que estudian en escuelas públicas de Jalisco y que requieren algún tipo de apoyo para superar las condiciones de marginación y desamparo en las que viven y con ello disminuir la deserción escolar. “Durante estos últimos seis años de administración de la Alcaldesa Gala Lepe nuestros niños y jóvenes tienen más oportunidades para no interrumpir sus estudios y sus familias posibilidades mayores de utilizar sus recursos económicos en otras necesidades”, informó el Gobierno de Unión de Tvla. La entrega de este programa social se llevó a cabo este martes. A esta reunión con padres, madres y tutores, acudieron además de la primera edil, los regidores Jesús Canal Núñez, Petra Jiménez Pelayo, Bertha Alicia Oliva Moreno y César Jovan Méndez Ávalos, Director de Promoción Económica y Desarrollo Social. En representación de la Secretaría de Educación Jalisco, acudió la Maestra María Luisa Rodríguez Robles, Delegada Regional #SierradeAmula y la Lic. Lilia Mareny Casillas Aréchiga, Jefa del Departamento de Operación Regional de Programas de Apoyo a la Educación.","Unión de Tvla, Jalisco",,,https://letrafria.com/mas-de-40-alumnos-reciben-becas-jalisco/
No hay recursos para reparar carreteras federales de Jalisco: SICT,"Rehabilitar o reconstruir la carretera federal 80 tendrá que esperar. La Secretaría de Infraestructura, Comunicaciones y Transportes (SICT) del Gobierno de México dijo que no hay dinero para reparar las casi intransitables carreteras federales de Jalisco. El presidente municipal de Tamazula de Gordiano, Raúl Everardo Gutiérrez Castañeda, solicitó a la SICT que reparen las carreteras federales del Sur de la entidad. En respuesta y por escrito, la dependencia federal contestó que no hay dinero no sólo para esa zona, sino para todas las carreteras federales de Jalisco. En el documento, la SICT en su Centro Jalisco se escuda en que la Secretaría de Hacienda y Crédito Público (SHCP) no ha autorizado recursos para el Programa de Conservación de Carreteras para 2024. Por lo tanto, la dependencia está imposibilitada de realizar acción alguna, pues no cuenta con presupuesto. La única promesa que le hicieron al presidente municipal, es continuar con las gestiones ante la SHCP para que libere recursos antes que finalice este año. Eso sí: al ser Tamazula quien gestionó, le informaron que, de haber recursos, la carretera Jiquilpan-Manzanillo, sería prioritaria.","Autlán, Jalisco",,,https://letrafria.com/no-hay-recursos-para-reparar-carreteras-federales-de-jalisco-sict/
Se gradúan 5 oficiales de UDT como policías de proximidad,"En el municipio de Unión de Tula, cinco oficiales de la Comisaría de Seguridad Pública concluyeron el curso de formación inicial equivalente para policías de proximidad. La ceremonia de entrega se realizó este 12 de junio. Los elementos que cumplieron con este requisito de ley fueron: Francisco Álvarez Arceo, Salvador Álvarez Díaz, María Carolina García Velasco, Luis Jorge Ballardo Ramírez y Alejandro Pelayo Covarrubias. Como parte de la Estrategia de capacitación itinerante estos cinco elementos obtuvieron su Certificado único policial, como parte de su proceso de profesionalización. La ceremonia de entrega de estos documentos se realizó en las instalaciones de la Academia Central de la Secretaría de Seguridad Jalisco, donde estuvo presente la alcaldesa, Gala Lepe, además de autoridades estatales de seguridad. Para la actual administración, la formación de estos cinco oficiales está relacionada con el interés de garantizar el conocimiento y la preparación con un sentido humano para quienes brindan seguridad a la población, con una perspectiva de paz, informó el gobierno municipal a través de sus redes sociales.","Unión de Tula, Jalisco",,,https://letrafria.com/se-graduan-5-oficiales-de-udt-como-policias-de-proximidad/
Mujeres convierten un parque en espacio seguro,"Como parte del proyecto Red de Mujeres Constructoras de Paz, en el municipio de Unión de Tula, compañeras del Instituto Municipal de la Mujer y otras dependencias participaron en la rehabilitación del parque ubicado en la calle México. La intención de esta intervención es mejorar las condiciones de estos sitios de esparcimiento, con la pinta y rehabilitación de áreas para la creación de más espacios seguros para las mujeres. En esta labor además de personal del Instituto Municipal de la Mujer también participaron, Promotoría de Salud, Oficialía mayor, Juventud Unión de Tula, Promoción económica y desarrollo Social y estudiantes de la Escuela Normal para Educadoras. El proyecto Red de mujeres constructoras de paz inició a nivel federal durante el 2019 en un trabajo conjunto entre el Instituto Nacional de las Mujeres (INMUJERES) y el Secretariado Ejecutivo del Sistema Nacional de Seguridad Pública (SESNSP) con la intención de involucrar a las mujeres en los procesos de paz, resolución de conflictos, reconstrucción del tejido social y prevención social de la violencia. En el arranque de esta actividad de rehabilitación del parque estuvo presente la alcaldesa, Gala Lepe; así como autoridades a nivel estatal y regional.","Unión de Tula, Jalisco",,,https://letrafria.com/mujeres-vuelven-un-parque-en-espacio-seguro/
Tecolotlán: Rehabilitan calle principal en localidad de Ayotitlán,"El gobierno municipal de Tecolotlán, inició este 5 de junio la rehabilitación de la calle Vicente Guerrero en la localidad de Ayotitlán -en la que invertirán aproximadamente un millón 950 mil pesos-, a decir del presidente Eliud Saldaña esta obra la aprobaron en cabildo desde la administración pasada pero nunca la realizaron, sin que se justificara qué destino se le dio los recursos asignados. Esta calle es importante para la movilidad en la localidad, ya que es la vialidad principal y su condición de deterioro era considerable. El presidente Eliud Saldaña compartió el arranque de la obra a través de un video publicado en sus redes sociales. Agregó en este video, que están por cerrar la administración y en los meses siguientes entregarán varias obras, antes de concluir la actual administración. “Nos quedan cuatro escasos meses de gobierno y será hasta el último día cuando sigamos entregando este tipo de obras, que son fundamentales para el beneficio de nuestro pueblo”, agregó Eliud Saldaña. En este proceso electoral, Tecolotlán fue uno de los municipios que de acuerdo a los datos del Programa de Resultados Electorales Preliminares (PREP) del IEPC Jalisco, ganó la coalición Sigamos haciendo historia por Jalisco, con 5 mil 449 votos para José Preciado.","Tecolotlán, Jalisco",,,https://letrafria.com/tecolotlan-rehabilitan-calle-principal-en-localidad-de-ayotitlan/
ASEJ aprueba cuentas del 2022 de Tecolotlán,"De acuerdo a información compartida por el presidente municipal de Tecolotlán, Eliud Saldaña Vázquez, las cuentas públicas correspondientes al año 2022 resultaron aprobadas, luego de la auditoría pública realizada por la Auditoría Superior del Estado de Jalisco (ASEJ). Estos resultados se emitieron según consta en el documento el pasado 30 de mayo. El alcalde reconoció que este resultado fue posible por el trabajo de todo el equipo del ayuntamiento, principalmente de las áreas encargadas del manejo y destino de los recursos. El informe individual entregado a la autoridad viene sin observación alguna. Para el actual presidente Eliud Saldaña, resulta importante resarcir cualquier tema relacionado con alguna observación pendiente en las auditorías a las cuentas municipales, ya sea a nivel estatal o federal. A principios de abril pasado, en el marco de la conmemoración del 500 aniversario de fundación como población y 180 años de su declaratoria como ayuntamiento de Tecolotlán, Saldaña Vázquez informó que quedó subsanada -por segunda ocasión- una observación de la Auditoría Superior de la Federación (ASF) correspondiente al 2021, por 30 millones 620 mil pesos por irregularidades detectadas en la partida destinada al pago de nómina heredadas de la administración anterior.","Tecolotlán, Jalisco",,,https://letrafria.com/asej-aprueba-cuentas-2022-de-tecolotlan/
Acusan irregularidades en casilla de Tecolotlán,"El representante del Partido Acción Nacional (PAN) en el Consejo General del Instituto Electoral y de Participación Ciudadana del Estado de Jalisco (IEPC), José Antonio de la Torre Bravo, acusó que en Tecolotlán registraron presuntas irregularidades en una casilla. Describió que le notificaron que en la casilla 2295 de Tecolotlán, el representante del partido Morena habría estado ayudando a personas a votar, lo que pidió se integrara entre las irregularidades para que se investigue. “Tengo una fotografía donde se mete a la mampara a estar queriendo incidir en el voto a personas que estaban en la votación. El representante de Acción Nacional le solicitó al presidente de casilla (que lo impidiera) y no hizo algo”. En la sesión del Consejo, otros representantes de partido manifestaron situaciones similares en otros municipios. A pesar de esto, el IEPC concluyó que la jornada va en paz, dado que no ha habido incidentes mayores que prohíban a las personas ejercer su voto. “Hemos dado un puntual seguimiento a la jornada electoral a través de todos los mecanismos de información que tenemos, el propio sistema de información de la jornada, nuestro despliegue técnico que tenemos en campo, a través de medios de comunicación y tenemos la buena noticia que no tenemos ningún incidente qué lamentar”.","Tecolotlán, Jalisco",,,https://letrafria.com/acusan-irregularidades-en-casilla-de-tecolotlan/
Tecolotlán está de luto por feminicidio de Denise,"“Nuestro municipio está de luto tras una muerte cobarde de una mujer joven y trabajadora”, reza la esquela que publicó el gobierno municipal tras conocerse la noticia del feminicidio de Denise Martínez González. El presidente municipal, Arturo Eliud Saldaña Vázquez, publicó en su página en Facebook un mensaje de condolencia: “Toda muerte es dolorosa, sin embargo, cuando le arrebatan la vida a alguien que tiene tanto por vivir y a quien sacar adelante, duele mucho más y además da tanto coraje. No hay palabras de consuelo para esta familia, oremos a Dios para que les ayude a salir adelante ante esta pérdida tan grande para la hija de #Denise, su familia y amigos. ¡Vuela alto, me quedo con los recuerdos de tu compañía, apoyo y confianza en mi Campaña!”. Luto en la región Por segundo día consecutivo la violencia feminicida enluta a la región. Denise Martínez González, joven reportada como desaparecida fue hallada muerta este jueves en Tecolotlán. La joven salió de trabajar a las 10 pm de este 27 de mayo y no regresó a casa. Desde entonces su familia emprendió la búsqueda que terminó este jueves con su hallazgo sin vida. En Tecolotlán, la población exige justicia por la muerte de Denise Martínez González, que se investiguen los hechos, se dé con los responsables y se garantice la no repetición. A través de redes sociales comenzaron a difundir #justiciaparadenise. “Hoy hago un llamado a la sociedad a despertar y cambiar las manera de pensar que por que son mujeres valen menos que nosotros. Hoy una mujer no volvió a casa, hoy una niña quedó sin madre, un hijo se quedó sin hermana, unos amigos quedaron sin compañera. Pero más triste aún una madre quedó sin su hija. Exijamos justicia para que este hombre pague el daño que le ha hecho a esta sociedad y no sigamos permitiendo que estos actos de cobardía sigan pasando día con día y lo veamos normal.Justicia para Denise”. Apenas el miércoles se registró un feminicidio en Autlán, el feminicida se quitó la vida momentos después.","Tecolotlán, Jalisco",,,https://letrafria.com/tecolotlan-esta-de-luto-por-feminicidio-de-denise/
Ayer candidatos y candidatas cerraron campaña; hoy comienza veda electoral,"En este proceso electoral, el último día que tuvieron los candidatos y candidatas -a cargos federales y locales- para hacer campaña fue este pasado miércoles 29 de mayo; algunos de ellos cerraron con actividades hasta este último día, otros se anticiparon con sus clausuras. Acá te contamos cómo fue el cierre de cada uno de los seis candidatos y candidatas a la presidencia municipal de Autlán. Gustavo cierra con Caravana X el triunfo El cierre del candidato de la coalición Fuerza y corazón por Jalisco, Gustavo Robles comenzó la tarde de este miércoles 29 de mayo, con una caravana que partió de la guitarra de Carlos Santana rumbo al jardín -del mismo nombre- en la colonia Echeverría. Ahí convocaron a las personas a las 8 de la noche. Gustavo estuvo acompañado de las y los integrantes de su planilla, así como del candidato a la diputación federal Diego Puga. Ahí dio su mensaje final de esta campaña 2024, ante una nutrida asistencia. Mary Páez, agradecida con Autlán La candidata por Movimiento Ciudadano, Mary Páez eligió dos lugares para cerrar sus actividades de campaña: El Chante y la colonia Ejidal. En ambos sitios -a manera de agradecimiento- preparó una actividad artística, específicamente bailes regionales y mariachi, para acompañar el cierre de sus actividades en este proceso electoral. Acompañada de su equipo de trabajo y planilla, la candidata agradeció a las y los autlenses el recibimiento que le dieron durante estos 60 días de actividades públicas. Enrique Ramírez vestido de charro El candidato de Hagamos, Enrique Ramírez preparó como cierre de campaña -el 28 de mayo- una jornada que comenzó desde temprano con una feria de la salud, donde ofrecieron diversos servicios; toma de presión, glucosa, prevención de ETS, métodos de planificación familiar, entre otros. Por la tarde de ese mismo día realizó un evento cultural y musical con bailes regionales propios de Jalisco y la intervención de un mariachi; donde el propio candidato portó por unos momentos el traje de charro. En su cierre de campaña estuvo acompañado por el candidato de la coalición Sigamos haciendo historia a la diputación local del Distrito 18, Enrique Velázquez. Acompañan a Antonia Pinzón hasta la Alameda La candidata de Morena por la presidencia de Autlán, Antonia Pinzón Chávez cerró su campaña el 28 de mayo con una caminata ,que partió de la plaza cívica hacia La Alameda, la acompañaban militantes y simpatizantes del partido caminando y a pie. Llegando a la Alameda, además de Antonia Pinzón, también tuvo intervención la candidata a la diputación federal por el Distrito 18, Haydid Arreola. Ambas agradecieron a las personas asistentes. En Las Montañas, Fausto Mancilla La última actividad del candidato a la presidencia de Autlán por el PVEM, Fausto Mancilla se realizó con vecinos de la colonia Las Montañas, donde además del cierre de campaña también se ofreció un programa musical con el mariachi juvenil Premier y la participación de Alberto Aviles acompañado de la banda Puro Chucho. La candidata Rosario Alejandre no compartió en sus redes sociales alguna actividad como cierre de campaña. De acuerdo a los lineamientos establecidos por la autoridad electoral, a partir de este jueves 30 de mayo y hasta el próximo domingo 2 de junio estará vigente la veda para que la ciudadanía tenga la posibilidad de reflexionar su voto sin ninguna influencia partidista. Los candidatos y candidatas podrán realizar reuniones con sus equipos de trabajo, pero ninguna actividad pública, ni de promoción del voto.","Autlán de Navarro, Jalisco",,,https://letrafria.com/ayer-candidatos-y-candidatas-cerraron-campana-hoy-comienza-veda-electoral/
Promueven sin permisos fraccionamiento en Ejido Emiliano Zapata,"Ejidatarios del Nuevo Centro de Población Ejidal General Emiliano Zapata, denunciaron a Letra Fría que las autoridades municipales de Cihuatlán (síndico, secretario general, actual presidente interino) -sin los permisos correspondientes- le darán autorización de hacer una casa muestra a un particular, que está promoviendo un fraccionamiento denominado Mirador Melaque, en un predio que forma parte del ejido. Según la información de los ejidatarios, desde diciembre del año pasado un particular, Hermenegildo “N”, empezó a hacer movimientos de tierra y obras en una parcela aparentemente propiedad de María Elena Gómez Rico, sin embargo, el predio actualmente está en una controversia en materia agraria, con un amparo de por medio y por resolver. De acuerdo con los documentos del ejido donde se avala la propiedad de los predios, este terreno donde se está construyendo el fraccionamiento es originalmente de Roberto Becerra Sánchez. Aproximadamente en el año 1998, el hermano de Roberto -y esposo de María Elena Gómez Rico- mediante un convenio intentó apropiarse de esta parcela, sin embargo el ejido no lo permitió. Hace aproximadamente dos años (2022), la señora María Elena Gómez Rico, invadió el terreno e interpuso un juicio contra Roberto Becerra Sánchez por esa propiedad. La sentencia del Tribunal Unitario Agrario No. 38 de Distrito con residencia en Colima resultó favorable para ella, según compartieron los ejidatarios con Letra Fría. Sin embargo, el afectado (Roberto Becerra) presentó un amparo porque -para el juicio- María Elena ostentó la propiedad del terreno en un convenio otorgado por un pseudo comisariado ejidal que no tenía las facultades para ello, porque en aquel momento no estaba reconocido como ejidatario, compartieron. Sin respuesta de la autoridad Desde principios de este 2024, integrantes del ejido Emiliano Zapata solicitaron apoyo a las autoridades municipales y a la propia Secretaría de Medio Ambiente y Recursos Naturales (Semarnat) delegación San Patricio, Melaque para frenar cualquier tipo de trámite, solicitud para la autorización de cambios de uso de suelo o la realización de obras sin los permisos correspondientes. Los ejidatarios compartieron con Letra Fría una copia de los documentos firmados y sellados entregados a principios del mes de enero de 2024, a las autoridades municipales y federales. Entre los integrantes del Ejido Emiliano Zapata hay inconformidad por la complicidad de las autoridades municipales ,en este caso en particular del presidente municipal con licencia y candidato por MC para reelegirse, Jorge Salas Chávez. Los ejidatarios han constatado a través de las redes sociales como Hermenegildo “N” se ha manifestado públicamente a favor de Movimiento Ciudadano y de la “excelente” gestión del actual candidato a la presidencia del partido naranja. Para el ejido Emiliano Zapata este no es el único caso donde la autoridad municipal les ha dado un revés también está el caso del Hotel Melaque que empezaron a gestionar desde finales del 2023. Promueve fraccionamiento sin permisos De acuerdo al seguimiento que han hecho los integrantes del ejido, Hermenegildo “N” ha hecho varias publicaciones en un grupo de Facebook, la más reciente es del pasado 24 de mayo, donde se pueden ver imágenes e incluso videos que muestran construcciones levantadas en el terreno. La preocupación principal de los ejidatarios de Emiliano Zapata, es la intervención de este particular con acciones como movimiento de tierra, tala de árboles, inicio de construcción de obra civil sin que cuente con los permisos ante las autoridades correspondientes, además de que este predio se encuentra en medio de una controversia en materia agraria, por lo cual aplica legalmente la suspensión del acto reclamado, que quiere decir que no se puede hacer uso del bien mientras el amparo no esté resuelto. Después de casi cinco meses, la respuesta de la autoridad municipal para los ejidatarios es que quien se ostenta como propietaria cuenta con una sentencia del tribunal agrario a su favor, según compartieron los afectados.","Cihuatlán, Jalisco",,,https://letrafria.com/promueven-sin-permisos-fraccionamiento-en-ejido-emiliano-zapata/
Homenajean a personajes ilustres de Unión de Tvla,"Los cuatro personajes ilustres que dieron vida al municipio de Unión de Tvla, fueron homenajeados en el marco del 202 aniversario de su fundación. La fundación de Unión de Tula se hizo el 28 de Mayo de 1821, participando en ese hecho las siguientes personas: Antonio Darío Enríquez Topete, José Antonio Enríquez Topete (hijo del anterior), Ignacio Villaseñor, José María Lazcano, José Ignacio García Lazcano, Francisco Javier Arriola, Domingo Arriola y Andrés Avelino Arriola. Desde 1825 perteneció al 6° cantón de Autlán y desde esa fecha ya aparece como pueblo con ayuntamiento y comprendía a las haciendas y ranchos de San Cristóbal, Santa Rosa, Santa Ana, Lagunillas, San Miguel, San Rafael y La Trinidad. En un decreto de fecha 21 de Septiembre de 1832 ya se registra a Unión de Tula como municipalidad. En el decreto número 134, del 6 de Mayo de 1885, se erige al municipio de Unión de Tula como cabecera de departamento en el sexto cantón. Honraron la memoria de los personajes ilustres El jardín principal “Donato Guerra ” congregó a servidores públicos y ciudadanía en general para rendir el debido reconocimiento a la memoria de los personajes ilustres que constituyeron y dieron nacimiento al municipio de Unión de Tvla. Este acto cívico solemne contó con la participación de la escolta integrada por los elementos de la Comisaría de Seguridad Pública Unión de Tvla. La alcaldesa reelecta, Gala Lepe, y su cuerpo edilicio, el Lic. Abel Oliva López, Síndico y los regidores, Maestro Jesús Canal Núñez, José Mario Colmenares Rodríguez, Petra Consuelo Jiménez Pelayo y Miriam Miroslava Moreno Rodríguez, rindieron su respeto. Como asistentes especiales acudieron la religiosa Ivonne Margarita Alferes Rojo, Directora del Colegio “Guadalupe” y Francis Mariana Solís Velázquez, Reina de las Fiestas del 203 aniversario de la fundación. “En esta emblemática efeméride municipal, somos nosotros, a quienes nos obliga esta conmemoración con respeto y justa retribución para aquellos hombres y mujeres y sus familias que nos han otorgado hasta este día la herencia legítima más noble”, informó el gobierno municipal.","Unión de Tvla, Jalisco",,,https://letrafria.com/homenajean-a-personajes-ilustres-de-union-de-tvla/
¿Qué es el PREP y cómo funcionará en la jornada electoral?,"De acuerdo con el Instituto Nacional Electoral (INE), el PREP es un sistema que provee los resultados preliminares de las elecciones. Lo anterior se da a través de la captura y publicación de los datos plasmados por los funcionarios de casilla en las actas de escrutinio y cómputo de las casillas que se reciben en los Centros de Acopio y Transmisión de Datos (CATD). Este sistema permitirá dar a conocer, en tiempo real a través de Internet, los resultados preliminares de las elecciones la misma noche de la Jornada Electoral de este próximo 2 de junio. Esto se hace con certeza, oportunidad y usando la tecnología más avanzada. Es uno de los mecanismos de información electoral que se contemplan en la Ley General de Instituciones y Procedimientos Electorales. ¿Qué no es el PREP? El PREP NO cuenta votos. Lo que hace es capturar y publicar la información asentada en las actas de escrutinio y cómputo, por los ciudadanos que participan como funcionarios de casilla. Los representantes de los partidos políticos tienen una copia de dicha acta, lo que permite cotejar los datos publicados por el PREP. Los resultados presentados por el PREP son preliminares, tienen un carácter informativo y no son definitivos, por tanto no tienen efectos jurídicos.","Autlán de Navarro, Jalisco",,,https://letrafria.com/que-es-el-prep-y-como-funcionara-en-la-jornada-electoral/
¿Ya la conoces? Así es la boleta electoral para votar por la Presidencia de la República,"Estamos a pocos días de vivir las elecciones más grandes e importantes de México este próximo 2 de junio, por ello es importante conocer algunos de los elementos esenciales para llevar a cabo esta jornada, ¿ya conoces cómo es la boleta electoral? En el caso específico de la boleta para votar por la Presidencia de la República, te contamos los elementos que la componen de acuerdo con el INE: *Al frente de la boleta encontrarás el encabezado, este espacio te indica el proceso electoral en curso y el tipo de elección. *Luego viene el apartado de los datos electorales, ahí encontrarás tu entidad federativa, la circunscripción plurinominal y el distrito electoral al que perteneces. *El talón, es donde la o el funcionario de casilla desprende la boleta del lado izquierdo que incluye el número de folio. *Partidos y candidaturas: Ahí podrás identificar los emblemas y nombres de los partidos políticos que participan en la contienda y el nombre de las candidaturas que postulan. *También existe un espacio destinado para si lo prefieres, votes por una candidatura no registrada escribiendo su nombre. Todas las boletas tienen el nombre y firma de la presidenta del Consejo General del INE, así como de la encargada del despacho de la Secretaría Ejecutiva del Instituto. La boleta electoral está impresa en papel seguridad, con una marca de agua del INE y diversos elementos que la hacen infalsificable. Aquí un video completo sobre las boletas: Así es la Boleta Electoral para votar por la presidencia de la república el próximo #2deJunio✔️.#Elecciones2024MX🗳️#Vota2deJunio pic.twitter.com/y3OjsBiFBl","Autlán de Navarro, Jalisco",,,https://letrafria.com/ya-la-conoces-asi-es-la-boleta-electoral-para-votar-por-la-presidencia-de-la-republica/
¿Qué cargos podrás elegir en las casillas especiales este 2 de junio?,"Si estarás lejos de tu domicilio durante a jornada electoral de este próximo domingo 2 de junio, puedes acudir a alguna de las casillas especiales. De acuerdo con el Instituto Nacional Electoral (INE), las casillas especiales sólo reciben a personas que se encuentran en tránsito, fuera de la sección electoral correspondiente a su domicilio. En la elección federal podrás votar en este tipo de casilla por diputaciones y senadurías por principio de mayoría relativa (M.R) y representación proporcional (R.P) y por la Presidencia de la República. Si te encuentras fuera de tu sección pero dentro de tu distrito, podrás votar por diputaciones y senadurías de ambos principios (M.R y R. R) y por la Presidencia de la República. Ahora, si te encuentras fuera de tu distito pero dentro de tu entidad, podrás votar por diputaciones de R.P por senadurías de M.R y R.P y por la Presidencia de la República. En el caso de que te encuentres fuera de tu entidad, pero dentro de tu circunscripción podrás votar por diputaciones y senadurías de R.P y por Presidencia de la República. El último caso es si te encuentras fuera de tu distrito, de tu entidad y de tu circunscripción, pero dentro del territorio nacional, podrás votar por senadurías por R. P y por Presidencia de la República.","Autlán de Navarro, Jalisco",,,https://letrafria.com/que-cargos-podras-elegir-en-las-casillas-especiales-este-2-de-junio/
"Fallece el investigador Rafael Guzmán Mejía, primer director del Laboratorio Natural Las Joyas","Este miércoles, la Universidad de Guadalajara comunicó el fallecimiento del Dr. Rafael Guzmán Mejía, quien se desempeñó como investigador del Centro Universitario de la Costa. Guzmán Mejía fue el creador y primer director del Laboratorio Natural Las Joyas, conocido actualmente como Departamento de Ecología y Recursos Naturales del Centro Universitario de la Costa Sur de la Universidad de Guadalajara. Además, hizo aportaciones muy importantes a la botánica al descubrir el Zea diploperennis, el teocintle perenne, antepasado silvestre del maíz, que fue determinante para la declaratoria de lo que hoy es la Reserva de la Biosfera Sierra de Manantlán. A través de redes sociales, tanto la Universidad de Guadalajara como los campus regionales con los que trabajó expresaron sus condolencias, por la irreparable pérdida del investigador.","Autlán de Navarro, Jalisco",,,https://letrafria.com/fallece-el-investigador-rafael-guzman-mejia-primer-director-del-laboratorio-natural-las-joyas/
¿Cómo ubicar mi casilla para votar este próximo 2 de junio?,"El Instituto Nacional Electoral (INE) habilitó desde el pasado miércoles 15 de mayo la página para que las personas puedan conocer la casilla en dónde votarán en la jornada electoral del próximo 2 de junio. Para conocer exactamente la dirección del lugar donde debes ir a votar en un horario de 8 de la mañana a 6 de la tarde, es en la página: Ubica tu casilla. Los datos requeridos para encontrar la casilla donde te corresponde votar, son entidad federativa y sección electoral, información que se encuentra en tu credencial para votar. Además, se puede consultar la ubicación de casillas electorales en Estados Unidos, Canadá, Francia y España para el voto presencial en el extranjero.","Autlán de Navarro, Jalisco",,,https://letrafria.com/como-ubicar-mi-casilla-para-votar-este-proximo-2-de-junio/
