titulo,fecha,autor,contenido,url,longitud,lugar,fecha_limpia
Danzantes de diferentes partes del país se reúnen para celebrar el Año Nuevo Mexicano,"Xalapa, Ver. 07/04/2024",Desconocido,"Alrededor de 80 danzantes de diferentes partes del país se reunieron en Xalapa para celebrar “El Año Nuevo Mexicano”, con presentaciones y actividades en Plaza Lerdo, con la finalidad de preservar las tradiciones y cultura de los pueblos indígenas. “Estamos celebrando el Año Nuevo Mexicano que se llama Cambio de Signo y también estamos celebrando un año nuevo del grupo Ome Acatl, al que soy perteneciente y por ello es que estamos danzando aquí en Xalapa, es un grupo de cultura y tradición. Más que nada esto es para rescatar la parte de tradiciones y cultura de nuestros pueblos indígenas”, comentó el integrante David Emanuel Sánchez. Resaltó que los participantes que acudieron este año provienen de varias partes de México, como Guanajuato, Guerrero, Cancún, Puebla, Estado de México, entre otros. En esta ocasión realizaron danzas Azteca-Chichimeca, las cuales no son prehispánicas sino danzas de conquista, las cuales son un rescate de lo que quedó de unión del catolicismo con los pueblos indígenas. “Para que nos demos cuenta realmente de lo rico que eran nuestros propios indígenas, gastronomía, cultura, tradiciones, herbolaria, cuestiones astronómicas”, dijo. Por su parte, el danzante de 63 años de edad, Cuitláhuac López, viajó desde Ciudad de México para participar en esta celebración. “Es una expresión tanto corporal, espiritual como mentalmente y la expresión también para que la gente regrese a sus orígenes o se integre a un origen. Todos necesitamos saber que pertenecemos a algo o alguien ¿y qué mejor que sepamos que pertenecemos a una gran cultura que fue la azteca?”. Sánchez indicó que permanecerán en Plaza Lerdo hasta las 17:00 horas, danzando y realizando diversas actividades para celebrar este Año Nuevo Mexicano 2024. Fin Texto de la nota Fin area de la nota",https://www.alcalorpolitico.com/informacion/danzantes-de-diferentes-partes-del-pais-se-reunen-para-celebrar-el-anio-nuevo-mexicano-404613.html,1794,"Xalapa, Ver",2024-07-04
Presencia militar en colonias de Boca del Río genera temor en habitantes,"Boca del Río, Ver. 07/04/2024",Desconocido,"Habitantes en el sur de la conurbación dicen tener temor y suspenso debido a los constantes operativos que la Secretaría de Marina Armada de México ha realizado en diversas colonias, ya que reportan que en algunos casos se han presentado diversos tipos de abusos. Vecinos de colonias como Venustiano Carranza, Manantial, Primero de Mayo Sur y Norte, Las Vegas 1 y 2, Fernando Gutierrez Barrios, entre otras, señalaron que desde hace varios días se nota mucho más la presencia de elementos militares. Aunque también existen algunos comentarios de quienes manifiestan sentirse más seguros por los dispositivos de seguridad, sin embargo hay personas que se quejan tajantemente, ya que aseguran han sido víctimas de abusos innecesarios durante las intervenciones de los elementos. Según sus comentarios, en distintas horas de la mañana, tarde y noche, se ha notado cómo colocan retenes de revisión al azar, donde exigen datos personales e incluso hay quienes denunciaron que han tratado de revisar las conversaciones privadas de sus teléfonos. Relataron también que en algunos negocios han intentado entrar por la fuerza para llevar a cabo distintas revisiones ilegales, pues en ningún momento les han presentado alguna orden de cateo ni motivo específico. El actuar del personal de Marina levanta mucha sospecha, dijeron los quejosos, por lo que se rumora que lo que desató este operativo es que hace algunos días un grupo de elementos de la Policía Naval fue presuntamente desarmado por un grupo de desconocidos, quienes se quedaron con las armas, por lo que ahora están en busca de su paradero. Fin Texto de la nota Fin area de la nota",https://www.alcalorpolitico.com/informacion/presencia-militar-en-colonias-de-boca-del-rio-genera-temor-en-habitantes-404614.html,1634,"Boca del Río, Ver",2024-07-04
"Eclipse solar traerá cambios positivos para todos, afirma brujo mayor de Catemaco","Córdoba, Ver. 07/04/2024",Desconocido,"El eclipse solar que se vivirá mañana lunes 8 de abril traerá cambios positivos para todos, aun con muchas cosas en contra como el cambio climático, el calentamiento global y enfermedades nuevas que están surgiendo, este eclipse “será una liberación de mala energía” que va a permitir tener más capacidad de crecimiento tanto espiritual como económico, señaló el brujo mayor de Catemaco, Enrique Marthen. En entrevista con Marthen durante su visita a Córdoba, expuso que la magia y el misticismo siempre ha existido “desde el principio de los tiempos”, cuando el humano empezó a buscar explicaciones acerca de los fenómenos naturales y luego se fue modificando con rituales más grandes. Agregó que lamentablemente esto ha dado origen a que haya personas que se aprovechen de la situación y lucren con el dolor humano y las necesidades “y eso no se vale”, dijo. ""Lo importante de la magia es que los puede ayudar pero sí recomiendo que no se dejen sugestionar por falsos profetas, ni se dejen extorsionar por personas que solo buscan beneficio personal"". Fin Texto de la nota Fin area de la nota",https://www.alcalorpolitico.com/informacion/eclipse-solar-traera-cambios-positivos-para-todos-afirma-brujo-mayor-de-catemaco-404615.html,1094,"Córdoba, Ver",2024-07-04
"Alumnos UV, ganadores del XVII Maratón Regional 2024 de ANFECA","Veracruz, Ver. 07/05/2024",Desconocido,"Estudiantes de la Facultad de Administración de la Universidad Veracruzana (UV), región Veracruz, ganaron el primer lugar en el XVII Maratón Regional 2024 de la Asociación Nacional de Facultades y Escuelas de Contaduría y Administración (ANFECA) en la categoría Informática Administrativa, realizado en el Instituto Tecnológico de Chetumal. Itatí Natividad Hernández Flores, Lino Perea Ramírez, Osmar Misael Barradas Arroyo y Alexis Olguín Barrera, de la Licenciatura en Tecnologías de Información en las Organizaciones, asesorados por el académico Carlos Reyes Gutiérrez, compitieron con sus pares de la institución anfitriona, la Universidad de Yucatán, y las regiones Xalapa y Coatzacoalcos-Minatitlán de la UV, en el certamen correspondiente a la Zona 6 Sur de ANFECA. En entrevista, quienes integran el equipo destacaron la importancia de este logro para su formación y para la Universidad, pues les dio la oportunidad de representar a esta casa de estudios en la competencia nacional de octubre en Aguascalientes. Además, explicaron el proceso y los requisitos que cumplieron para llegar al maratón regional, entre ellos el promedio, rendimiento escolar y la presentación de un examen de conocimientos. Hernández Flores detalló que la competencia consistió en responder una serie de preguntas por medio de una computadora, analizarlas y responderlas de manera grupal. En su caso, se trató de la primera participación en un maratón de conocimientos, para lo cual se sintió respaldada por la preparación que recibe en la UV: “Para mí la institución tiene un gran peso, es el primer paso que damos para llegar a más y valoramos el nivel que traemos”. Por su parte, Barradas Arroyo dijo sentirse nervioso durante sus participaciones, “pero estaba seguro de que estábamos bien preparados, capacitados, que tenemos las aptitudes y los conocimientos para un desempeño favorable”. A su vez, Perea Ramírez compartió: “Tuvimos emociones fuertes, pero gracias a la fortaleza mental del equipo pudimos reponernos rápidamente de los momentos difíciles; la preparación que tuvimos fue muy importante para lograr el éxito”. En tanto, Olguín Barrera mencionó que esta competencia le sirvió para medir sus conocimientos y nivel académico: “Haber obtenido el primer lugar hizo que me diera cuenta de todo lo que ha hecho la UV por nosotros, pero, sobre todo, saber que estamos bien preparados para incursionar en nuestro campo laboral”. Los universitarios coincidieron en sentirse orgullosos de pertenecer a la máxima casa de estudios de Veracruz, por su prestigio y reconocimiento que los hace sentirse protegidos, arropados y los alienta a superarse. Finalmente, el académico señaló: “Me gustó la actitud de los estudiantes, muy conscientes de lo que sabían al trabajar en equipo para desempeñarse mejor. Por ello agradecemos el apoyo de nuestras autoridades; detrás de nosotros hay un gran respaldo de las jefaturas de carrera, administrativos y la dirección”. Fin Texto de la nota Fin area de la nota",https://www.alcalorpolitico.com/informacion/alumnos-uv-ganadores-del-xvii-maraton-regional-2024-de-anfeca-406108.html,2992,"Veracruz, Ver",2024-07-05
Gobierno de Cuitláhuac no quiso utilizar las más de 5 mil cámaras: Yunes Linares,"Xalapa, Ver. 07/05/2024",Desconocido,"El exgobernador, Miguel Ángel Yunes Linares, afirmó que al concluir su administración dejó en funcionamiento más de 5 mil cámaras del Sistema Estatal de Videovigilancia, sin embargo, el gobierno de Cuitláhuac García optó por no utilizarlas. Lo anterior al dar su conferencia “El Plan C de MORENA: un camino a la dictadura” impartida en Poza Rica, durante la que advirtió que tanto el Poder Judicial como el Legislativo están en riesgo pues en su opinión el actual gobierno busca quitar la división de poderes. “Ya para terminar el gobierno en el mes de agosto, de 6 mil 300 cámaras, faltaban por interconectar 500 cámaras, entonces dejamos el proyecto con ese avance y rescindimos el contrato por la parte relativa a esas 500 cámaras, no por las 6 mil, pues ya estaban instaladas”, señaló y luego reiteró que si el sistema no se puso en funcionamiento fue por la postura de la administración de García Jiménez. “Hicieron lo que hacen en todos los casos: ‘Fue culpa del pasado y vamos a meterlos en la cárcel’ y, tienen 6 años tratando de meter a la cárcel a todo el mundo y no han metido a nadie porque no hay responsabilidad más que de ellos porque no cobraron la sanción que hoy podría ser de más de 200 millones de pesos”, aseveró. El exmandatario mencionó que desconoce si el sistema ha recibido mantenimiento, señalando que debe de estar funcionando en varios puntos de la entidad. Además, reconoció que su gobierno pudo haberlo aplicado únicamente en ciudades grandes, pero trató de llevar las cámaras “desde Pánuco hasta Coatzacoalcos”. “Instalamos más de 6 mil cámaras, instalaciones C4 (…), un C5 en Veracruz, C4 en el sur, el problema que tuvimos fue interconectar las cámaras de Pánuco con las de Poza Rica, por ejemplo, porque se atravesaba una parte media montañosa, aquí en la sierra de Naranjos que va hasta a Chicontepec. “Pero no tenía ninguna relevancia porque lo que les interesaba a las personas que usaban las cámaras era que se vieran en Poza Rica, no les interesaba ver las de Pánuco. Yo insistí mucho en interconectar no sólo por temas de seguridad, también por temas de riesgos civiles, de protección civil, al final, en algunos lugares no se pudo interconectar, pero las cámaras funcionaron”, añadió. Además, Yunes Linares insistió que su gobierno fijó una cláusula de sanción económica al proveedor COMTELSAT de 0.5 por ciento por día transcurrido sin que las cámaras fuesen instaladas. “Llegó el nuevo gobierno, entregamos todo el sistema, tengo el recibo que se entregó debidamente y no lo echaron a andar, simplemente lo abandonaron por algo que ha pasado en este Gobierno Federal y local que es algo terrible, llegan con complejos, llegan a decir que todo lo pasado fue malo, no sirvió, no estuvo bien y eso les impidió reconocer que era un gran proyecto que podrían haber hecho avanzar, podrían haber mejorado la tecnología y seguramente hoy estaríamos en mejores condiciones de seguridad”, consideró. Añadió que antes de ser Gobernador tuvo dos cargos importantes, que fue el de ser secretario ejecutivo del Consejo Nacional de Seguridad Pública y después ser subsecretario de Seguridad Pública y previo a rendir protesta como titular del Ejecutivo realizó viajes a Tel Aviv y Londres, en donde ideó la instalación del sistema de acuerdo con la tecnología de dichas ciudades. Finalmente, durante su conferencia nuevamente se burló del gobernador Cuitláhuac García y también de los yerros cometidos por la candidata a la gubernatura, Rocío Nahle, durante su campaña, reiterando que como zacatecana no debería de buscar gobernar Veracruz. Fin Texto de la nota Fin area de la nota",https://www.alcalorpolitico.com/informacion/gobierno-de-cuitlahuac-no-quiso-utilizar-las-mas-de-5-mil-camaras-yunes-linares-406109.html,3610,"Xalapa, Ver",2024-07-05
"No hay vacunas ni medicamentos en Veracruz, critica candidata de oposición","Xalapa, Ver. 07/05/2024",Desconocido,"El Sector Salud ha sido gravemente afectado por las últimas administraciones gubernamentales, no hay vacunas ni medicamentos para la población, por lo que se debe abogar por los intereses de este sector, expresó la candidata a diputada local plurinominal de la alianza “Fuerza y Corazón por Veracruz”, Karla Ladrón de Guevara. Durante conferencia de prensa, la candidata dijo que existe una necesidad imperiosa de mejorar las condiciones económicas y laborales del personal de salud, pues “es imposible hablar de mejoras en el sistema de salud sin abordar estas cuestiones fundamentales”. A decir de Karla Ladrón de Guevara, ya ha sido contactada por varios sindicatos que representan a trabajadores de la salud, quienes han expuesto de manera contundente las dificultades y violaciones a los derechos laborales que enfrentan. Por ello, se comprometió a dar prioridad a esta problemática desde la curul y trabajar incansablemente en busca de soluciones concretas. Además, destacó que otro de los problemas urgentes que enfrenta el Sector Salud es la distribución de medicamentos y la escasez de vacunas. En este sentido, hizo hincapié en que la falta de abasto no se soluciona simplemente distribuyendo medicinas en vehículos, sino que es necesario tomar decisiones asertivas en cuanto a la adquisición y distribución de los mismos. La candidata de la oposición señaló que será una voz comprometida y decidida a abanderar las necesidades del Sector Salud en el Estado, con la firme convicción de que es hora de tomar medidas concretas para mejorar la situación de quienes dedican su vida a cuidar la salud de todos los veracruzanos. Fin Texto de la nota Fin area de la nota",https://www.alcalorpolitico.com/informacion/no-hay-vacunas-ni-medicamentos-en-veracruz-critica-candidata-de-oposicion-406081.html,1673,"Xalapa, Ver",2024-07-05
“Carpetas de colores no hay”: Fiscalía de Veracruz,"Xalapa, Ver. 07/05/2024",Desconocido,"La Fiscal Especializada en Investigaciones Ministeriales de la Fiscalía General de Veracruz, Marcela Aguilera Landeta aseguró que dicho organismo integra carpetas, pero no “de colores”. “Carpetas de colores, no hay; hay carpetas de investigación y hoy estamos investigando los delitos que se puedan ver”, refirió la funcionaria luego que un día antes, el exgobernador Miguel Ángel Yunes Linares anunció la presentación de la “carpeta guinda” contra perfiles del Partido Morena, en respuesta a la “Carpeta Azul” dada a conocer contra su familia. Sobre la denuncia presentada por el empresario Arturo Castagné Couturier el pasado 30 de abril en la Fiscalía Anticorrupción, la servidora señaló que estas se atienden “conforme a derecho”. “Hay carpetas de investigación que se están atendiendo conforme a derecho, (…) hay que atender todas las carpetas de investigación conforme a derecho y así se está haciendo” señaló. “Hay carpetas de investigación que se están atendiendo conforme a derecho, (…) hay que atender todas las carpetas de investigación conforme a derecho y así se está haciendo” señaló. Fin Texto de la nota Fin area de la nota",https://www.alcalorpolitico.com/informacion/-carpetas-de-colores-no-hay-fiscalia-de-veracruz-406090.html,1139,"Xalapa, Ver",2024-07-05
Los placeres perdidos y lo que queda del paraíso- Marco Tulio Aguilera Garramuño,07/05/2024,Desconocido,"@UVLibros ¡Vamos a la FILU-UV! Editorial de la Universidad Veracruzana La Editorial de la Universidad Veracruzana (EDUV) realizará del 10 al 19 de mayo, la Feria Internacional del Libro Universitario en la Casa del Lago UV, y en otras sedes. La primera actividad será la inauguración del evento, contemplada para las 17:00 horas del próximo viernes 10 de mayo, en esta se entregarán los Premios Latinoamericano de Primera Novela Sergio Galindo y Nacional de Dramaturgia Emilio Carballido. La primera de las publicaciones de la EDUV que se dará a conocer, a las 19:00 horas de este mismo día, es la de “Un señor muy parecido al abuelo”, de Johnny Ibarra Zerpa. Participan Jorge Alejandro Martínez Rivera y el autor. Modera Silverio Sánchez Rodríguez. La cita es en la Galería AP, de la Unidad de Artes. Entre otras actividades de la FILU, para el sábado 11 de mayo, a las 13:00 horas, en la Galería AP, en la Unidad de Artes, toca el turno a “Los placeres perdidos y Lo que queda del Paraíso”, obra que recibió el Premio José Eustasio Rivera, recientemente publicada por la Universidad del Valle, en Cali, Colombia, acompañarán al autor Yinett Scarlett Vásquez y el crítico Raciel Martínez Gómez. Este libro tiene como personaje central a un joven de nombre Adolfo, al que el autor hace aparecer como un adonis súper dotado al que todos admiran y desean. La novela se desarrolla en Cali, Colombia. Para entender a Adolfo, hay que conocer a su creador, al escritor Marco Tulio, quien a pregunta de Lino Monanegi (https://bit.ly/3wAiqk9), contestó que el ego es el motor no solo de la literatura sino del mundo. En esa conversación, también habló del porqué siempre está compitiendo: “Yo no entiendo la razoÌn de ser competitivo. Debo tener algún trauma de mi infancia de marginación que me ha hecho sentir la necesidad de buscar la atencioÌn de la gente. Yo soy competitivo desde que recuerdo […]”. Si desea adentrarse al mundo del colombiano, este medio tiene tres ejemplares para igual número de lectores que lo soliciten al [email protected] [email protected] , no olvide dejar su número telefónico. Aguilera Garramuño también ofrecerá una conferencia titulada “El libro de la vida”, en la que dialogará con Germán Martínez sobre la serie de novelas que conforman este volumen: “Mujeres amadas”, “Formas de luz” y otras nueve, entre las que se cuenta “Sin máscara frente al espejo”. La cita es para el 19 de mayo, a las 13:00 horas en la Galería AP de la Unidad de Artes. El autor, que tiene 44 años de laburar en la Editorial de la Universidad Veracruzana, donde fue director-fundador de la revista “La Ciencia y el hombre”, ha sido merecedor de varios premios, se citan los ganados en México: Premio Bellas Artes de Novela, el Premio Nacional de Cuento infantil y el Premio San Luis Potosí: también ha sido reconocido en Costa Rica, Colombia y España. Consulte el programa de actividades de la FILU https://bit.ly/3KbFZmR Fin Texto de la nota Fin area de la nota",https://www.alcalorpolitico.com/informacion/los-placeres-perdidos-y-lo-que-queda-del-paraiso-marco-tulio-aguilera-garramunio-406088.html,2967,,2024-07-05
"Campañas se volvieron “ver quién baila mejor”, critica Académico","Xalapa, Ver. 07/05/2024",Desconocido,"La actual contienda electoral promueve a los candidatos y las candidatas más como “productos mercadológicos” y no como futuros servidores públicos, observó el catedrático de Publicidad y Relaciones Públicas de la Facultad de Ciencias Administrativas y Sociales (FCAS) de la Universidad Veracruzana, José Luis Valades Varela. “La gente busca el espectáculo más que la propuesta. Creo que las candidatas y el candidato, y en sí todos los candidatos y candidatos que están participando en diversos puestos, están buscando ser reconocibles”, dijo el académico de FCAS. Así, un mejor reconocimiento de los electores conduce a una más amplia aceptación, siempre y cuando el o la contendiente sea más o menos carismático con sus votantes. Para el académico, en estas circunstancias pesa más el “trend” del momento por encima de sus propias propuestas del proyecto de país. “Y eso es sumamente complicado y es sumamente peligroso. Ya hemos tenido diversos momentos donde se vota por la persona y por su popularidad y cuando toma decisiones importantes vemos que no es tan tan hábil como parece ser; no es posible que una frase ‘fosfo-fosfo’ sea más importante que '¿qué vas a hacer con la salud en México?’”. A lo que advirtió de candidatos o candidatas con una fuerte presencia mediática pero un discurso vacío: “Es (ver) quién baila mejor, es quién se expresa mejor o quién se sube a la tendencia actual de las redes y dejan de lado el discurso, eso es sumamente peligroso”. Fin Texto de la nota Fin area de la nota",https://www.alcalorpolitico.com/informacion/campanias-se-volvieron-ver-quien-baila-mejor-critica-academico-406077.html,1509,"Xalapa, Ver",2024-07-05
Cazarín culpa a Sergio Hernández por laudos millonarios en Congreso local,"Xalapa, Ver. 07/05/2024",Desconocido,"El candidato a Diputado local por el Distrito 10 de Xalapa por la coalición “Fuerza y Corazón por Veracruz”, Sergio Hernández Hernández, cesó a decenas de trabajadores y ocasionó laudos millonarios que ahora debe de pagar el Congreso del Estado por sentencias del Tribunal de Conciliación y Arbitraje. Lo anterior de acuerdo con el presidente de la Junta de Coordinación Política (JUCOPO), Juan Javier Gómez Cazarín, quien aseguró que decenas de extrabajadores fueron despedidos injustificadamente en 2017, durante la LXIV Legislatura con mayoría panista, lo que actualmente perjudica el presupuesto de la institución. Refirió que los ceses fueron aplicados por Sergio Hernández, quien en ese año fungió como presidente de la JUCOPO, agregando que en dicho periodo se registraron diversas irregularidades como conceder compensaciones de hasta 70 mil pesos a trabajadores, monto que se sumaba a sus salarios. “Quienes hoy se manifestaron exigiendo su reinstalación son exempleados del Congreso que fueron cesados de sus labores en el 2017, justamente cuando entró la Legislatura del PAN”, declaró Gómez Cazarín en entrevista. Cabe señalar que actualmente Sergio Hernández busca de nueva cuenta una curul en el Congreso local, pese a que los extrabajadores afirman que aplicó al menos 110 despidos sin justificación, de ahí que recurrieron ante el Tribunal de Conciliación y Arbitraje, en donde ganaron los laudos. En entrevista, Gómez Cazarín dijo que buscarán atender el reclamo de los extrabajadores afectados, pues ya ganaron en tribunales el pago de sus sueldos y la reinstalación en sus bases. “Quienes venimos de la lucha social no podemos atropellar a ningún trabajador ni a ninguna persona del Estado de Veracruz. Desafortunadamente todo lo que han hecho en el Congreso (…), había empleados con compensaciones por 73 mil pesos. Imagínense todo lo que hacían para mochadas y a quienes debían hacerles justicia laboral no se hacía”, añadió el líder del grupo legislativo de MORENA. “Quienes venimos de la lucha social no podemos atropellar a ningún trabajador ni a ninguna persona del Estado de Veracruz. Desafortunadamente todo lo que han hecho en el Congreso (…), había empleados con compensaciones por 73 mil pesos. Imagínense todo lo que hacían para mochadas y a quienes debían hacerles justicia laboral no se hacía”, añadió el líder del grupo legislativo de MORENA. Fin Texto de la nota Fin area de la nota",https://www.alcalorpolitico.com/informacion/cazarin-culpa-a-sergio-hernandez-por-laudos-millonarios-en-congreso-local-406091.html,2416,"Xalapa, Ver",2024-07-05
Próxima semana aumenta potencial de lluvias para sur de Veracruz,"Xalapa, Ver. 07/06/2024",Desconocido,"A partir del lunes de la próxima semana, aumentaría el potencial de lluvias en municipios de la zona sur, proyectó la analista de la Subdirección de Estudios y Pronóstico Meteorológico de Protección Civil (PC), Itzel López Ortiz. Este potencial prevalecería entre el lunes 10 y el miércoles 12, incluso por arriba de los 50 litros por metros cuadrados. “¿Esto qué nos daría como resultado? Mayor desarrollo de nublados, posibilidad más cercana a las lluvias. (…) La tendencia es que se pudiera establecer un periodo de lluvias entre martes, jueves y viernes”, dijo la especialista. Otra proyección mostrada por López Ortiz arroja lluvias generalizadas en una amplia porción de la entidad, asociadas al paso de una onda tropical. Esto, además de una baja presión (lluvias) con dirección al noreste del Golfo de México, entre los días 14 y 16 de este mes. La analista añadió a lo anterior el debilitamiento del denominado “domo de calor” en una amplia porción del territorio nacional, lo que permitiría el avance de nublados y humedad. Esto conduciría a temperaturas menos elevadas en el transcurso de la semana entrante: “Pudiéramos presenciar un cierto debilitamiento y que las temperaturas tan altas pudieran bajar un par de grados en los próximos días”. Fin Texto de la nota Fin area de la nota",https://www.alcalorpolitico.com/informacion/proxima-semana-aumenta-potencial-de-lluvias-para-sur-de-veracruz-407582.html,1296,"Xalapa, Ver",2024-07-06
Madre exige justicia para su hijo menor en Orizaba; fue abusado sexualmente por su padre,"Orizaba, Ver. 07/06/2024",Desconocido,"En una solitaria protesta frente al Centro Integral de Procuración de Justicia de Orizaba, una madre de familia demandó justicia para su menor hijo, quien fue objeto de abuso sexual por parte de su padre desde los 4 años de edad y hasta los 6 años. La madre del pequeño detalló que la denuncia fue interpuesta el 13 de febrero de 2023 y, desde entonces, su hijo ha sido revictimizado por las autoridades de la Fiscalía, quienes han puesto obstáculos en el caso y tal parece que buscaran entorpecer el proceso para proteger al agresor. Mencionó que la denuncia fue interpuesta por abuso sexual, violencia psicológica y violencia patrimonial, pero le dijeron que debía presentar denuncias separadas para cada delito y ahora que se está viendo la segunda carpeta de abuso sexual le dicen que no pueden juzgar al padre por abuso sexual porque ya hay una carpeta por violencia psicológica. Destacó que su hijo fue obligado a comparecer ante su agresor, revictimizándolo, y aunque ratificó las acusaciones y señaló directamente a su padre, las autoridades insisten en más dictámenes y además el juez desestimó la declaración del niño porque no recordó exactamente las fechas ni la dirección, a pesar de que confirmó los detalles del abuso del que fue objeto y los estudios psicológicos avalan que dice la verdad. Agregó que ahora la Fiscalía le solicita una prueba de alienación parental, la cual considera injustificada. La madre enfatizó que inició la denuncia porque su hijo le confesó lo sucedido, y ella le cree. Sin embargo, percibe que la fiscal y el juez protegen más al padre que al niño. Mientras el agresor sigue libre, las autoridades parecen intentar silenciar la voz del menor. Afirmó que su deber es defender la voz de su hijo, manifestándose pacíficamente para denunciar la corrupción y la falta de acción por parte de las autoridades. Añadió que ha intentado en múltiples ocasiones hablar con la fiscal Melva García para preguntar por qué no se ha judicializado la segunda carpeta, pero siempre recibe pretextos, como que está de guardia, se fue la luz, no está el abogado de oficio o tiene mucho trabajo. Fin Texto de la nota Fin area de la nota",https://www.alcalorpolitico.com/informacion/madre-exige-justicia-para-su-hijo-menor-en-orizaba-fue-abusado-sexualmente-por-su-padre-407611.html,2157,"Orizaba, Ver",2024-07-06
Secretaría de Turismo declara a Nogales “Municipio con Vocación Turística”,"Xalapa, Ver. 07/06/2024",Desconocido,"En medio de la alerta que se vive en las inmediaciones de Nogales por el incendio en la zona Ojo Zarco/Rincón de las Doncella, la Secretaría de Turismo de Veracruz dio a conocer, mediante la Gaceta Oficial del Estado, el acuerdo que lo declara como Municipio con vocación turística y lo incorpora al “Padrón de Municipios con Vocación Turística”. Iván Francisco Martínez Olvera, secretario de Turismo, expidió el acuerdo luego de que el municipio logró un porcentaje aprobatorio de las 4 variables de sustentabilidad que se evalúan. El 13 de febrero, Ernesto Torres Navarro, alcalde de Nogales, externó el interés para ser considerado “Municipio con Vocación Turística” ante dependencia con el objetivo de mejorar la calidad de la actividad turística en su municipio. El diagnóstico de vocación turística evalúa 4 variables de sustentabilidad, cada una integrada por indicadores que en su conjunto suman el 100 por ciento de la calificación: Atracción Turística, 35 por ciento; Servicios Turísticos, 30 por ciento; Infraestructura, 25 por ciento y Superestructura, 10 por ciento. Los municipios que aprueban el diagnóstico de vocación turística son aquellos que obtienen una calificación mínima del 60 por ciento. Así, después de haber realizado el proceso y de dictaminar el diagnóstico, la Secretaría de Turismo declaró que el municipio de Nogales sea incorporado al padrón de Municipios con Vocación Turística. Nogales se suma a los siguientes municipios que están en dicho padrón: Actopan, Ángel R. Cabada, Álamo, Boca del Río, Catemaco, Chocamán, Coatepec, Coatzacoalcos, Coscomatepec, Emiliano Zapata, Fortín de las Flores, Huatusco, Jalcomulco, Las Vigas de Ramírez, La Antigua, Minatitlán y Misantla. También Naolinco, Nautla, Orizaba, Pánuco, Papantla, Perote, Poza Rica de Hidalgo, San Andrés Tuxtla, Santiago Tuxtla, Tampico Alto, Tlacotalpan, Tlapacoyan, Teocelo, Tuxpan, Úrsulo Galván, Vega de Alatorre, Veracruz, Xalapa, Xico, Zongolica y Zozocolco de Hidalgo. Formar parte del referido padrón les da derecho a participar en la implementación del Programa de Ordenamiento; Integrar a los operadores de servicios turísticos del Municipio al programa “Moderniza” (Distintivo M); e Integrar a la industria restaurantera del Municipio al programa “Manejo Higiénico de los Alimentos” (Distintivo H). Así como la integración del Municipio al programa de “Turismo para Todos”, para que el destino sea comercializado por operadores turísticos nacionales; y Recibir cursos de capacitación en “Cultura Turística” para personal de primer contacto de los municipios. También podrán inscribir proyectos para los “Convenios de Coordinación en materia de Reasignación de Recursos”; solicitar su inscripción al programa” Joyas de Veracruz”; y acceder a la difusión en medios de comunicación, publicidad y eventos promocionales en los que participe el Gobierno del Estado, así como recibir el apoyo necesario para el diseño, implementación y operación de un sitio de internet exclusivo para su promoción turística. Fin Texto de la nota Fin area de la nota",https://www.alcalorpolitico.com/informacion/secretaria-de-turismo-declara-a-nogales-municipio-con-vocacion-turistica--407563.html,3052,"Xalapa, Ver",2024-07-06
"Hacen Jornada de Limpieza en playa Barra Norte, en Tuxpan","Tuxpan, Ver. 07/06/2024",Desconocido,"La Coordinación de Medio Ambiente del Ayuntamiento de Tuxpan, en colaboración con el Campamento Tortuguero “Las Barras” y la Comisión Nacional de Áreas Naturales Protegidas (CONANP), llevaron a cabo una jornada de limpieza en la playa Barra Norte del municipio. A lo largo de más de 4 kilómetros de playa, del faro a “Playa Solita”, se recolectaron cerca de 400 kilos de basura sólida. Además, se impartieron pláticas a niñas y niños del jardín “Gabriel García Márquez” acerca de lo indispensable que es conservar saludables las playas y los océanos. Estas acciones se llevaron a cabo en el marco de la celebración del Día Mundial del Medio Ambiente y del Día Mundial de los Océanos, que se conmemora el próximo sábado 8 de junio.Participaron estudiantes de la Universidad Veracruzana (UV) y del Centro de Estudios Tecnológicos, Industrial y de Servicios (CETIS) 111; así como el restaurante Mar de Plata y PROTEXA, empresas socialmente responsables. En las actividades se contó con el apoyo de Protección Civil, Seguridad Pública y la Dirección de Salud. Fin Texto de la nota Fin area de la nota",https://www.alcalorpolitico.com/informacion/hacen-jornada-de-limpieza-en-playa-barra-norte-en-tuxpan-407585.html,1096,"Tuxpan, Ver",2024-07-06
